,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
787,Joji,Window,6dqiwfvxb1AM5y1vyVwaa0,64,0.643,0.329,1,-12.598,1,0.0898,0.425,0.665,0.0958,0.202,156.959,152375,4
788,The Neighbourhood,Void,2wXioTynVwrEWYRv6R6vEj,67,0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183,203667,4
789,Lenin Ramírez,Recordando a Manuel,3JuPa0jxEAacGtz4mAKVZA,67,0.739,0.744,10,-1.589,1,0.0376,0.427,2.23e-05,0.317,0.97,120.083,208118,3
790,Tory Lanez,FeRRis WhEEL (feat. Trippie Redd),0Z1nbG2KOuRKntstSAkSox,60,0.807,0.602,11,-5.005,1,0.274,0.0835,0.0,0.151,0.252,95.031,151649,4
791,A Boogie Wit da Hoodie,Startender (feat. Offset and Tyga),0jAfdqv18goRTUxm3ilRjb,63,0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971,192779,4
792,Wisin & Yandel,Aullando,7BuHdm4lQqcyG3qTwdkxus,70,0.8,0.74,10,-4.52,0,0.0479,0.184,0.0,0.0558,0.775,90.035,226200,4
793,6ix9ine,BILLY,5KhFaq45chTw8RGfWo8T8J,66,0.764,0.711,4,-3.818,0,0.288,0.175,0.0,0.105,0.774,90.076,112667,4
794,Unknown Mortal Orchestra,Hunnybee,6AAYNz8jXvVlgG9IpYi42Z,63,0.956,0.377,6,-7.965,1,0.0804,0.566,0.414,0.313,0.566,119.993,268333,4
795,demxntia,tonight,0OrwGH9aeguhopTVubv0VZ,70,0.719,0.63,5,-7.142,1,0.0853,0.255,0.557,0.141,0.4,170.103,84875,4
796,Monty Datta,Can't Love Myself,0MO1qNhm8aRZchi8CJlIRo,67,0.541,0.0836,1,-12.663,1,0.313,0.913,0.00199,0.126,0.452,181.032,122723,4
797,David Lee Murphy,Everything's Gonna Be Alright,2NEBP8SXEqwZt2PRdPXXuy,59,0.764,0.587,5,-7.002,0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,229573,4
798,"Tyler, The Creator",435,5xJeZ6tLPOXNIrrphEIuay,62,0.539,0.804,10,-5.504,0,0.172,0.00247,0.000185,0.463,0.798,85.752,93840,4
799,Queen Naija,Karma,3qmm9AdG0TnShv0drgXNIQ,60,0.592,0.571,1,-7.132,1,0.174,0.172,0.0,0.106,0.424,104.95,176076,4
800,"Tyler, The Creator",OKRA,74ZovzRxHBvCq5yIwe8boh,62,0.589,0.57,1,-9.54,1,0.361,0.0456,1.51e-06,0.137,0.441,136.203,151027,4
801,Playboi Carti,Poke It Out (with Nicki Minaj),2rPSFKzGeqUWwfcCFVkkq3,62,0.894,0.59,9,-5.716,1,0.221,0.0969,8.9e-06,0.329,0.576,147.009,269813,4
802,XXXTENTACION,Guardian angel,7uqcLJFlSYjVPLUz1vPxkY,64,0.712,0.374,0,-10.215,0,0.511,0.795,0.0,0.187,0.779,133.952,108035,4
803,Post Malone,Same Bitches (feat. G-Eazy & YG),688QpQAwqsLdBR6lr13wK1,63,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.219,100.005,212467,4
804,Hillsong Worship,Who You Say I Am - Studio Version,2KngtvMAc2wmPipizcEnce,58,0.376,0.65,6,-8.147,1,0.0406,0.00406,0.0,0.089,0.321,171.907,198705,3
805,Young Dolph,By Mistake,7tpLBCGQi9oFrfVuaY9gjk,59,0.855,0.653,10,-6.055,0,0.118,0.0388,2.03e-05,0.1,0.244,144.0,179747,4
806,Playboi Carti,No Time (feat. Gunna),5pHJv0bgNsT9nPoK2BjNBn,62,0.943,0.763,5,-5.568,0,0.158,0.0175,1.8e-05,0.114,0.225,139.969,219453,4
807,Burna Boy,Ye,3FskQrDXcY24ur2fCvz35O,70,0.503,0.592,5,-5.923,0,0.444,0.0181,0.00014,0.169,0.344,201.85,231618,4
808,BlackMayo,Jus' Know,53MnFFUIhlOHnyE5aMOnZU,65,0.827,0.535,7,-8.697,1,0.0461,0.0262,0.0,0.111,0.48,129.941,120947,4
809,lofi.samurai,love,7cZlFUJO4BjedIErzdP6iq,65,0.864,0.482,8,-16.789,0,0.225,0.664,1.68e-05,0.269,0.964,133.234,81038,4
810,iKON,LOVE SCENARIO,3d3ELsqKlQ7WA0a10Isu3l,69,0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.009,209648,4
811,21 Savage,all my friends,4paAidoE8VAemwU4jgCc6l,62,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16e-06,0.118,0.206,130.09,211785,4
812,Eli Young Band,Love Ain't,6uVzeU47Qzg0rrMneP5BNg,60,0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,186119,4
813,Greta Van Fleet,You're The One,0iYBNrznkCwhN3xCmNVJpo,62,0.553,0.807,2,-5.805,1,0.0428,0.0125,0.00222,0.302,0.575,151.916,266933,4
814,Travis Scott,CAROUSEL,7KZ5MMVgBVox9ycroB2UrI,65,0.428,0.403,5,-5.914,0,0.209,0.229,0.0,0.22,0.133,95.387,180183,5
815,bülow,You & Jennifer,0g21KZ1XJuhwexWPLpuEt1,64,0.752,0.698,11,-6.53,1,0.306,0.52,0.0,0.211,0.347,132.058,159453,4
816,Daddy Yankee,Dura - Remix,6U2NuJILEOEpW2tVCuqKHb,67,0.772,0.803,1,-3.035,1,0.0468,0.188,0.0,0.434,0.853,94.981,242160,4
817,Jimmie Allen,Make Me Want To,0AYbVoeF03NYhM0fvKjAuU,60,0.519,0.872,2,-3.212,1,0.0616,0.0793,0.0,0.111,0.74,179.965,172280,4
818,Carin Leon,Te Vi Con Él,3zK8zUmJzPAF4x1AtkxIcR,68,0.823,0.535,9,-7.114,1,0.0322,0.39,0.0,0.518,0.828,107.558,180543,4
819,Nivel C,El Triunfo y la Envidia,6qKk2J1xuJTOiwcmRZV3Hq,65,0.552,0.786,8,-5.76,1,0.27,0.673,1.4e-06,0.0722,0.928,78.97,151184,4
820,Banda MS de Sergio Lizárraga,Por Mi No Te Detengas,3mV5TTtHnXUeOzRkyFKsVl,69,0.649,0.307,5,-7.209,1,0.0756,0.575,0.0,0.0705,0.713,74.833,225213,4
821,5 Seconds of Summer,Lie To Me (feat. Julia Michaels),6GzApXoBQiiAjak3tOQfV3,69,0.611,0.52,0,-5.445,1,0.0346,0.0132,0.0,0.105,0.771,159.927,149878,4
822,Kanye West,No Mistakes,35KV2Nuib6jPMVN00O8iba,63,0.643,0.646,10,-2.442,0,0.0629,0.0393,0.0,0.109,0.35,80.174,123040,4
823,Current Joys,Become the Warm Jets,7Ko1ZXgGku1hjFH7LIfD33,62,0.44,0.227,7,-15.486,1,0.0459,0.772,0.00144,0.0951,0.0844,132.354,334902,4
824,itssvd,Safe,4AuLkMqJdyQyGeShCU5ik3,67,0.608,0.461,11,-13.083,0,0.146,0.828,0.00104,0.107,0.512,114.886,78215,4
825,Briston Maroney,Freakin' Out On the Interstate,6Fqf0OTfB9VPfYk2HfBhPn,61,0.452,0.79,4,-5.01,1,0.0534,0.391,0.0,0.303,0.362,143.861,251906,4
826,Summer Walker,Karma - Sped Up,2xneniL4mcJebMJnkle3vY,67,0.622,0.275,7,-10.453,1,0.0494,0.266,9.32e-06,0.203,0.15,135.719,161541,4
827,Bhad Bhabie,Gucci Flip Flops (feat. Lil Yachty),3hv6ndi7uFT9L9wrhQCsqY,64,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,151851,4
828,NF,NO NAME,7hdw5gAGMyyn9z0XgfTv1j,62,0.718,0.795,0,-3.978,0,0.142,0.223,0.0,0.12,0.292,130.77,183827,4
829,MO3,Everybody,3yCi6JeSHtisNDxTlQGB4d,58,0.823,0.54,8,-6.913,0,0.416,0.217,0.0,0.0687,0.715,123.915,188681,4
830,Childish Gambino,Summertime Magic,4j3GWI86JvSaF0BLdmgcfF,62,0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,213600,4
831,Post Malone,Zack And Codeine,5lZZmityu9TAjNvSY6GLhR,62,0.738,0.824,5,-5.165,0,0.0437,0.15,0.0,0.132,0.386,138.039,204360,4
832,YoungBoy Never Broke Again,Cross Me (feat. Lil Baby and Plies),3V3JxDpiUg0RAt1Mfbn6Ht,59,0.717,0.617,9,-7.385,0,0.343,0.244,0.0,0.148,0.654,152.049,233684,4
833,Shabazz PBG,Shells (feat. Lil Uzi Vert),2VAy62WE92X27A7QKvZ1Gd,59,0.853,0.438,1,-9.146,1,0.204,0.00204,4.43e-06,0.101,0.151,126.05,217208,4
834,Megan Thee Stallion,Cocky Af,7hdR7gLsPQ6EXGeghibSK3,61,0.628,0.621,4,-9.585,0,0.356,0.00629,0.0,0.113,0.528,130.016,177377,4
835,Rich The Kid,New Freezer (feat. Kendrick Lamar),2EgB4n6XyBsuNUbuarr4eG,62,0.884,0.698,0,-9.101,1,0.364,0.0405,0.0,0.195,0.575,140.068,191938,4
836,Godsmack,Under Your Scars,60SjEdocmsrAk4hQUu7qZi,59,0.252,0.764,11,-4.153,0,0.0402,0.0568,1.77e-06,0.122,0.219,165.358,231118,4
837,Grupo Firme,El Roto - En Vivo,21bfgzz92T3L96IsFn8Kvy,67,0.826,0.47,3,-7.609,1,0.0584,0.396,0.0,0.0979,0.964,118.198,193237,4
838,La Fiera de Ojinaga,La Boca Les Callamos,6bXfM7zpnRP5qkyYWzHjWO,62,0.694,0.878,8,-3.583,1,0.0375,0.294,0.0,0.376,0.902,118.277,164651,4
839,Jeremy Zucker,better off,7bdYxWPCs46dQ0XLwySOyv,65,0.708,0.322,8,-12.46,0,0.0371,0.747,9.24e-05,0.137,0.46,98.892,193947,4
840,Xavier Wulf,Whiplash'd,52a8SjUaDMkIZeE0kRHr79,59,0.922,0.684,2,-7.166,1,0.313,0.166,0.0,0.109,0.537,140.066,110858,4
841,90sFlav,Call me,34A2accnIDPOhkRltN8KJY,66,0.748,0.265,8,-12.074,0,0.229,0.952,0.917,0.0866,0.14,77.009,126250,4
842,Clairo,Heaven,4XYo3W8U6IY42EbB01rnR4,61,0.733,0.262,0,-13.766,1,0.028,0.224,4.79e-06,0.105,0.444,135.497,233871,3
843,Herencia de Patrones,Ladeando (feat. Fuerza Regida),0vgqt0mRZmbb3b57i9p8wV,66,0.584,0.599,6,-7.786,0,0.0488,0.348,4.04e-06,0.0983,0.875,119.573,191880,3
844,Shoreline Mafia,Pressure (feat. OhGeesy & Fenix Flexin),7oW5YZZVeesParmVY7gx6s,60,0.749,0.755,0,-5.875,1,0.141,0.164,1.22e-05,0.176,0.323,102.973,164400,4
845,Comethazine,Bands,4p55EkzkGnWmLYDiNXc14t,61,0.831,0.456,10,-10.778,1,0.585,0.213,0.0,0.0669,0.535,158.006,98734,4
846,Dominic Fike,Westcoast Collective,7rNun2AyLu4u4rQpRt0iS9,61,0.682,0.571,1,-7.169,0,0.0271,0.542,0.00757,0.339,0.539,91.97,107280,4
847,Lukas Graham,Love Someone,0OCRwXbQRdOZ1OtB4Imsp1,70,0.538,0.409,9,-6.581,0,0.0505,0.172,0.0,0.11,0.265,171.838,205440,4
848,Cigarettes After Sex,Sesame Syrup,73ROvjXlrsrDcNmCurwWOF,60,0.237,0.412,4,-11.384,1,0.0299,0.0417,0.451,0.107,0.364,186.955,303297,4
849,Tyler Childers,Coming Down (Live),5wQ22DdiU6MEDEfron2yMC,58,0.497,0.182,11,-14.019,1,0.0377,0.932,1.57e-05,0.698,0.378,135.775,213893,4
850,Craig Campbell,Outskirts of Heaven,6gcNSi6b9gvDBjYO059lrF,59,0.497,0.434,0,-5.73,1,0.0296,0.333,3.11e-06,0.108,0.266,115.749,244267,3
851,The Neighbourhood,Scary Love,6TA5aymvVrtiPVbuAwmPIc,67,0.595,0.636,5,-5.981,0,0.0312,9.45e-05,0.0529,0.196,0.147,112.008,222667,4
852,KIDS SEE GHOSTS,Cudi Montage,4kUZvXB3LC3an3HX6h0s17,62,0.729,0.504,8,-6.784,0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,197001,4
853,Comethazine,Let It Eat (feat. Ugly God),6f1dn2ECCotPvBlRXY2TUF,60,0.944,0.752,11,-2.621,0,0.135,0.00754,0.0107,0.141,0.489,134.042,87313,4
854,$uicideboy$,Aliens Are Ghosts,4XBDGFxecM5Y3KZFF0iufe,60,0.76,0.624,11,-7.803,1,0.214,0.0551,0.00439,0.161,0.6,139.032,133617,5
855,B La B,Sunday Morning,1Vb1f3PQjtyWeNCNmEZUcD,61,0.823,0.528,0,-5.361,1,0.129,0.00305,0.0,0.152,0.149,139.99,185765,4
856,Mackned,North Star,42rF3FLOvTSXRpVowkwTGY,62,0.492,0.217,2,-20.032,1,0.132,0.865,2.73e-06,0.14,0.159,138.809,123200,3
857,Andy Mineo,Coming In Hot,1kVYXfxTWSftIZtmYr6yH8,62,0.889,0.453,8,-8.782,1,0.261,0.0274,4.75e-06,0.156,0.428,140.025,200168,4
858,Mac Miller,Perfecto,0Xcy81PsJCOO6mhLZaQyQ4,62,0.599,0.317,1,-11.212,1,0.174,0.748,0.0,0.111,0.203,148.09,215413,4
859,Isak Danielson,Broken,2FkbeqpCrjjDdVH1SZgDo6,74,0.434,0.637,5,-6.85,0,0.0613,0.451,0.0,0.112,0.1,141.869,216338,4
860,Lil Peep,Broken Smile (My All),1BCBBO8VUEFOb6RBct4XDp,65,0.545,0.517,0,-8.681,0,0.0359,0.0459,0.00724,0.15,0.115,120.044,280520,4
861,Alan Walker,Lily,0lks2Kt9veMOFEAPN0fsqN,73,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,195840,4
862,Calpurnia,Say It Ain't So - Recorded At Spotify Studios NYC,4NBSkqCopxDtoMNABwtsce,60,0.518,0.532,4,-9.305,1,0.0399,0.129,0.0,0.126,0.187,83.257,243053,4
863,Sanctus Real,Confidence,6sToW2vF0y8ZEXuHoMQob9,57,0.452,0.81,9,-4.748,1,0.0422,0.0291,0.0,0.118,0.439,167.143,181733,4
864,Whethan,Good Nights (feat. Mascolo),08Kj0lvbsqAxzeUOBYZRL6,60,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015,165618,4
865,Joji,NO FUN,4sbtM9ORGwmxGkXfctXbJq,63,0.809,0.483,5,-6.886,1,0.0487,0.8,0.0,0.221,0.715,96.974,168418,4
866,I DONT KNOW HOW BUT THEY FOUND ME,Do It All The Time,14ny3vlL25p6Vix2Sb8k1b,62,0.795,0.597,11,-6.395,0,0.0327,0.106,0.0,0.113,0.849,110.014,167803,4
867,Carin Leon,La Farsante,4oudemVp2TYfCxL56Go6lk,66,0.436,0.426,2,-2.861,1,0.0439,0.539,0.0,0.0544,0.826,203.939,215882,3
868,mxmtoon,feelings are fatal,6GGdkwYk4NXuiIcQD16AZg,62,0.545,0.169,0,-16.249,1,0.132,0.908,0.0,0.0942,0.482,98.225,124853,4
869,Fukkit,Flash Bang,4svrshpdIytbEI2RSt0ctO,61,0.812,0.71,10,-6.321,0,0.327,0.0138,0.0,0.132,0.805,84.963,145625,4
870,Travis Scott,NC-17,6BJbOXDlgVAXSaq6wYFYT2,64,0.804,0.763,2,-5.48,1,0.0519,0.0678,0.0,0.368,0.0585,136.052,156886,4
871,Rodney Atkins,Caught Up In The Country,2BgunkkepMPFpArQj1Dx5s,61,0.603,0.807,7,-6.999,1,0.045,0.0123,0.0,0.539,0.685,124.099,160991,4
872,Diplo,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",5mqzhMuUpvnMfwNz6iepmO,66,0.618,0.845,2,0.175,1,0.132,0.114,0.0,0.415,0.486,171.921,181720,4
873,Cuco,Dontmakemefallinlove,4Ooq4tmYpe3nZP1BnCtsWM,62,0.387,0.904,8,-4.935,1,0.0738,0.37,0.425,0.0754,0.839,103.798,207692,4
874,Drake,Sandra’s Rose,6cblRiEGDRNZgowcm951R3,62,0.486,0.849,1,-5.432,1,0.246,0.0481,0.0,0.143,0.519,152.086,216333,4
875,Playboi Carti,Middle Of The Summer (feat. Red Coldhearted),7AtBtwrKhz94hYXgGYyG58,61,0.64,0.674,8,-6.442,1,0.237,0.0119,0.0,0.0747,0.459,136.869,137027,4
876,Chris Lake,Turn off the Lights,7dsImih2L25fa6qjNphBI7,66,0.824,0.745,11,-5.49,0,0.0755,0.0467,3.29e-05,0.198,0.888,125.013,210547,4
877,Nicki Minaj,Good Form (feat. Lil Wayne) - Remix,6supMAknraGpJrN5qqYfV8,63,0.898,0.733,7,-4.75,1,0.178,0.0533,0.000115,0.102,0.295,96.51,237493,4
878,Selena Gomez,Back To You,514rhnksEwHUh6LxXsQ4Y9,70,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,210240,4
879,Piso 21,Te Vi,059bcIhyc2SBwm6sw2AZzd,75,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4
880,Ellise,Nightmares,2f2hbFjim051DVx0o8o4rU,65,0.705,0.441,11,-8.047,0,0.0445,0.279,0.00279,0.111,0.198,114.898,144000,4
881,A$AP Rocky,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",3oHkMCVJyOcjg5FhfLc2Rq,63,0.428,0.754,5,-6.416,0,0.179,0.3,0.0,0.136,0.394,125.948,315773,4
882,Juice WRLD,Make It Back,2EhJijFUs0WUmNClDBpYJq,60,0.75,0.387,1,-10.123,0,0.487,0.122,0.0,0.0993,0.739,143.019,102560,4
883,BTS,The Truth Untold (feat. Steve Aoki),7DEKa5Z7Cl8s3Y7imb88OM,70,0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016,242293,4
884,Jonas Blue,Perfect Strangers,3P3pw6C19j31Rnzgo3JG7o,75,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,196613,4
885,JayDaYoungan,Thot Thot,4YAH2RzSQ78Oz8lqL9CS13,58,0.823,0.521,0,-9.029,0,0.501,0.0752,0.0,0.0976,0.661,148.083,121575,4
886,Becky G,Bubalu,7dNwJbsT0sg1le5kVugGJb,70,0.8,0.355,6,-10.47,0,0.0895,0.616,0.0,0.118,0.253,145.929,228493,4
887,Trevor Daniel,Falling,26XaOsDMbl0e1cVKYfkz6w,69,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4
888,Cavetown,Talk to Me,3znD2JTezT8ZLkp2pmft2l,63,0.626,0.323,4,-9.607,1,0.0339,0.667,0.0,0.0605,0.234,130.082,277327,4
889,Jason Aldean,Rearview Town,5WA2SHuL5eesmPnYflNzlT,58,0.526,0.85,10,-4.47,0,0.0313,0.023,0.0,0.0948,0.338,141.973,184173,4
890,Marlo,Anything Goes,4ijoZsRr3IIGo8d8ZYOL2R,61,0.862,0.466,7,-9.275,0,0.113,0.0461,0.0,0.131,0.438,139.982,114160,4
891,Shawn Mendes,Fallin' All In You,5EYBryPOgIEPB7r5QIy6eG,70,0.853,0.476,8,-6.696,1,0.0361,0.405,0.0,0.111,0.796,92.038,235747,4
892,Simple Plan,Perfect,4j3X4KX8rURekAVIFUhI23,69,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,4
893,iamjakehill,Rip X,0j2BydmlwcMqffV08hFDyI,64,0.67,0.366,1,-12.021,1,0.229,0.415,0.0,0.337,0.649,63.116,159467,4
894,Teedra Moses,Be Your Girl (Kaytranada Edition),38spM0LahLUfQhOMAqA7AI,64,0.864,0.682,6,-6.73,0,0.386,0.208,5.27e-06,0.1,0.268,115.012,268087,4
895,XXXTENTACION,difference (interlude),5itzep0nGnq7hxCfFNsTIR,63,0.593,0.0668,11,-15.268,0,0.0722,0.949,1.31e-05,0.194,0.19,102.456,76974,4
896,Riley Green,Bury Me In Dixie,7KFbFqfBxqRtSSwkA874iv,58,0.686,0.248,1,-9.026,1,0.0392,0.324,0.0,0.0859,0.594,83.485,188250,4
897,I AM THEY,Scars,72B1Omo2kmEst4YKO8vOB6,61,0.417,0.524,10,-6.6,1,0.0326,0.048,0.0,0.103,0.152,75.266,238307,4
898,Post Malone,Sugar Wraith,0MrRAUcB8AZiB9ue2VOBYe,63,0.606,0.775,5,-4.269,0,0.0671,0.262,0.0,0.1,0.307,164.02,228147,4
899,Megan Thee Stallion,Hot Girl,2Xc9MR2NMc5IKPFKaEjt1k,61,0.761,0.637,10,-5.432,0,0.313,0.000278,0.0,0.251,0.374,185.904,196282,4
900,BLACKPINK,Forever Young,6veFyjNycn6EaNCKhkPXUY,67,0.605,0.949,4,-2.907,1,0.0886,0.0414,0.0,0.0746,0.506,110.01,239100,4
901,Morgan Evans,Kiss Somebody,4f3fb3alVLFc8Ga4ncpg7x,60,0.57,0.684,6,-7.054,1,0.0465,0.136,0.0,0.205,0.531,89.012,213183,4
902,Playboi Carti,Old Money,0syXbGoFZbTMXm8hGCEvW0,62,0.716,0.619,2,-10.227,1,0.339,0.0271,0.0,0.342,0.584,162.958,135547,4
903,El Alfa,Suave (Remix),4phvdPGXE8MGXsTBhqB5ht,67,0.875,0.909,9,-3.558,1,0.076,0.14,0.00185,0.0616,0.524,119.999,305526,4
904,Playboi Carti,Right Now (feat. Pi'erre Bourne),475jSz0H6U3duJyNiDS0tT,61,0.687,0.602,6,-5.005,0,0.066,0.138,0.0,0.203,0.309,78.487,207013,4
905,Simple Plan,I'd Do Anything,4uVjbl6daCwjhDur7qLddu,62,0.395,0.917,8,-6.86,1,0.133,0.00143,0.0,0.261,0.563,169.088,197640,4
906,21 Savage,monster,2FUNBaa5DwItJtYEBgAblU,62,0.89,0.607,9,-6.916,0,0.124,0.158,0.000228,0.118,0.224,134.022,233040,4
907,Yung Bleu,Ice On My Baby (feat. Kevin Gates) - Remix,6muW8cSjJ3rusKJ0vH5olw,65,0.762,0.52,5,-5.237,0,0.0959,0.0675,3.95e-06,0.114,0.0862,75.047,199520,4
908,Omar Apollo,Ugotme,5Ju9aLa212eAILfl5sWkjc,60,0.782,0.494,0,-1.458,1,0.0337,0.454,6.1e-05,0.134,0.402,65.832,127273,4
909,Dua Lipa,Kiss and Make Up,7jr3iPu4O4bTCVwLMbdU2i,73,0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,189173,4
910,Nova,Whitley,3NSRowkfL0rYE8S6dfT2G0,66,0.773,0.286,8,-13.964,1,0.0493,0.538,0.00195,0.172,0.67,119.986,96000,4
911,6ix9ine,BEBE,3eqOaTqnyb0GEgv6JInG6W,71,0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,0.285,102.062,217822,4
912,Rainbow Kitten Surprise,When It Lands,16ro1is6DmDKkarlJMBbzV,60,0.727,0.48,5,-9.278,0,0.0987,0.444,0.0,0.118,0.369,120.025,269053,4
913,RÜFÜS DU SOL,Underwater,5ZvHcR4OSwvEV5IhigbTOT,64,0.611,0.809,6,-6.63,0,0.0342,0.019,0.0185,0.114,0.428,118.003,349293,4
914,3DMG,Hittin' Switchez,2K7sYEebjSghG205Zbd0LJ,61,0.861,0.317,6,-14.623,1,0.323,0.675,0.688,0.111,0.593,79.966,60894,4
915,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,72,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,210773,4
916,J. Cole,Photograph,0bhnUFDQFCEHCBlsQfHnj5,60,0.691,0.487,1,-6.416,1,0.268,0.0299,0.0,0.0868,0.358,104.98,218954,3
917,EVAN GIIA,WESTWORLD,6ZP2iPx7t4epRBAKWvRPt1,59,0.712,0.665,11,-6.128,1,0.0514,0.206,2.7e-05,0.137,0.274,112.017,209224,4
918,KYLE,Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,62,0.689,0.584,1,-5.768,0,0.119,0.339,0.0,0.297,0.676,156.572,191680,4
919,Fuerza Regida,Radicamos En South Central,1kHpljP6paUsQyZgwFDfxn,63,0.748,0.739,7,-1.972,1,0.0381,0.461,4.7e-06,0.0834,0.962,115.966,228853,1
920,Ice Nine Kills,The American Nightmare,04K2bMi2vyOBwxr5EjDq5O,60,0.505,0.981,2,-3.779,1,0.156,0.000212,3.75e-06,0.588,0.256,120.052,249747,4
921,Nicki Minaj,Good Form,19Fcrc0nJiwMKom00gS9SW,62,0.88,0.775,7,-5.133,1,0.0953,0.113,0.00264,0.0943,0.284,96.503,199400,4
922,Phil Wickham,Living Hope,6nVm313QmsPlNllntTart1,58,0.211,0.558,3,-6.232,1,0.041,0.0304,0.0,0.0978,0.317,143.452,327000,4
923,Post Malone,Takin' Shots,5ffntNJnJOeFv7b7DCd0Bw,62,0.762,0.621,0,-6.24,1,0.0866,0.61,0.0,0.464,0.593,120.056,216747,4
924,XXXTENTACION,$$$ - with Matt Ox,65u1dHQyQyE4y4aN2eDmMF,62,0.774,0.507,1,-6.952,0,0.065,0.0636,0.0,0.138,0.508,140.067,130403,4
925,Daddy Yankee,Dura,6KuqAtoeVzxAYOaMveLNpH,71,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,200480,4
926,Playboi Carti,Choppa Won't Miss (feat. Young Thug),5O9zs6G6RcB6yP1OKwnwiM,61,0.857,0.661,0,-6.544,1,0.319,0.0182,0.0,0.115,0.612,163.077,217960,4
927,Fall Out Boy,The Last Of The Real Ones,6e13443Ve7RGcAUScTgYtl,61,0.576,0.872,8,-5.293,1,0.0471,0.00599,0.0,0.188,0.559,115.042,230400,4
928,Future,7 Am Freestyle,1hHe7cirScEJWgAS0JFqTL,60,0.951,0.401,0,-8.92,0,0.411,0.0185,0.0,0.149,0.539,129.976,192907,4
929,boy pablo,wtf,3OYSWIgKXiwjutuQ4NEk1b,64,0.714,0.567,6,-10.738,1,0.0325,0.0496,0.000115,0.0586,0.954,127.972,72187,4
930,INZO,Overthinker,7qGoMOzR9pJ1bPl4bFmTN7,62,0.472,0.604,8,-4.437,1,0.134,0.0315,0.0292,0.101,0.212,128.375,268000,1
931,Kochetkovv,4:44 Am,6kD7n19O9VEYQwENniEvPi,67,0.809,0.282,0,-10.038,1,0.433,0.975,0.00176,0.202,0.778,129.89,121966,4
932,Carrie Underwood,Southbound,7qXPZxXn6Xmv1sjh03skiW,59,0.614,0.884,0,-4.019,1,0.0402,0.00122,0.0,0.077,0.721,100.531,202853,4
933,Darell,Te Boté,42FWqCxAw5aG1FvjyVjIlH,67,0.918,0.602,4,-3.986,0,0.115,0.401,7.28e-06,0.0805,0.158,96.518,275693,4
934,YoungBoy Never Broke Again,No Mentions,2YVt7k1qZXFhzYDe8FMDW6,58,0.803,0.54,1,-6.862,0,0.318,0.27,0.0,0.0819,0.345,139.989,220260,4
935,Cigarettes After Sex,Neon Moon,7laJx5tDtvm3Mkj832oxSb,59,0.48,0.488,4,-11.103,1,0.0245,0.099,0.0879,0.102,0.275,90.349,225767,4
936,$uicideboy$,King Tulip,6cpslq4nypOt9NhLPIwY6c,60,0.584,0.576,10,-9.435,0,0.449,0.14,0.0,0.111,0.261,120.765,185218,4
937,Lil Skies,Creeping (feat. Rich the Kid),7ms3VzLTfr7fXNOqA4Mkx9,61,0.729,0.687,8,-8.06,0,0.25,0.0108,0.0,0.162,0.683,160.085,179831,4
938,A$AP ANT,Shanghai,4rPXtBJ4VzIB2dWQdzM08T,62,0.84,0.635,2,-7.84,0,0.207,0.544,0.0,0.28,0.369,125.013,129985,4
