,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
634,El de La Guitarra,A Lo Lejos Me Veran,3VHtIuKm8MvOTo81Usu2f5,67,0.694,0.414,7,-12.117,0,0.0401,0.0285,0.00992,0.535,0.941,125.069,148561,3
635,Bryant Myers,Triste,7narbj6zkSW1SnMhAPep0u,73,0.692,0.719,9,-5.373,1,0.124,0.408,0.0,0.0986,0.266,130.053,264906,4
636,MGMT,When You Die,3td69vL9Py7Ai9wfXYnvji,66,0.645,0.938,11,-4.557,0,0.0391,0.0946,0.0226,0.159,0.495,140.886,263880,4
637,Lewis Capaldi,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,73,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
638,Blood Orange,Charcoal Baby,3bBmpVl9rQKJsFFGLFilIS,64,0.622,0.46,7,-8.389,0,0.0372,0.14,0.000369,0.119,0.514,183.241,242341,4
639,Drake,Blue Tint,4n1bdaKwynQndm47x5HqWX,64,0.889,0.372,7,-10.254,0,0.357,0.013,0.0,0.184,0.123,133.997,162800,4
640,MemoTheMafioso,48 Bars,0zrfMFTOxU3YdEBJ2osPqC,60,0.865,0.536,10,-8.922,1,0.358,0.354,0.0,0.0337,0.631,92.015,157721,4
641,Panic! At The Disco,Say Amen (Saturday Night),76vMKwFtdDDCLcM6zXybjB,64,0.491,0.867,6,-2.313,0,0.103,0.167,0.0,0.458,0.602,167.965,189187,4
642,ODIE,Little Lies,6QpZXzHcOgXK41Y3YCx203,66,0.342,0.294,2,-15.989,1,0.0426,0.592,0.674,0.0944,0.132,84.014,220008,4
643,Novo Amor,Repeat Until Death,5PzWVmfzu7rePAuFkxPQf0,68,0.233,0.15,1,-11.736,1,0.0336,0.982,0.36,0.154,0.0875,143.887,234080,3
644,Travis Scott,R.I.P. SCREW,4SZepBIPDRwPaHIjAKwRDb,66,0.607,0.609,0,-5.978,0,0.291,0.389,1.6e-05,0.111,0.556,74.946,185610,4
645,ShooterGang Kony,Deep End (Freestyle),5d61V7Jtc82vKxi3NRP9Ky,61,0.658,0.472,10,-5.552,0,0.458,0.222,1.48e-06,0.0932,0.438,207.91,129750,4
646,Papithbk,Losing Interest,2NYPx7YjNrHteC2RxzTzTZ,68,0.815,0.321,10,-15.727,0,0.42,0.68,0.0,0.175,0.45,134.042,93360,4
647,Lil Yachty,Get Dripped (feat. Playboi Carti),3m2aDCqn8eT5ElXDUiboGU,63,0.95,0.489,8,-8.411,1,0.462,0.105,0.0,0.411,0.919,130.021,158769,4
648,Kacey Musgraves,Happy & Sad,04MoJkJzCoU9ukeewv5Vzu,62,0.642,0.657,10,-5.246,1,0.0333,0.249,0.0,0.111,0.658,90.0,243187,4
649,Sabrina Carpenter,Sue Me,3WVhkjB7Y4xFruqoCAajBb,66,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,179227,4
650,Godsmack,When Legends Rise,1Si7crvw1M6Kgz9XiAtMiJ,61,0.44,0.916,4,-4.222,0,0.266,0.000236,1.94e-05,0.0897,0.401,124.099,172826,4
651,Kiana Ledé,EX,47cQCF21TczFSmGfpd7c07,65,0.763,0.537,9,-7.018,0,0.246,0.231,0.0,0.109,0.426,73.51,222387,4
652,Kina,Baby You're Worth It,75SW8IItf7yy1VejSLtv9W,68,0.681,0.255,7,-16.305,1,0.0479,0.742,0.165,0.105,0.274,119.952,130947,4
653,Ella Mai,Shot Clock,2GlATHCDbLW7xq5BE0Bz5g,63,0.512,0.512,4,-6.008,0,0.285,0.654,0.0,0.148,0.434,95.11,201609,1
654,Dominic Fike,She Wants My Money,0IajnzlicUA89rZSkqfLPS,65,0.704,0.478,9,-6.562,1,0.047,0.771,0.000516,0.0875,0.42,128.789,133560,4
655,Trippie Redd,BANG!,1pF74yw15wXk12A1NPVWHD,61,0.715,0.529,11,-9.019,0,0.0507,0.259,7.48e-06,0.128,0.467,148.037,283321,4
656,Pedro Capó,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,73,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,238200,4
657,Kool & The Gang,Get Down On It - Single Version,2je56j0xuoTi1gYkLLMlJU,68,0.877,0.56,7,-8.529,1,0.0621,0.156,0.000139,0.0535,0.969,110.86,211680,4
658,Mac Miller,Programs,1883mCuSqnfnrWoq8i3myH,63,0.88,0.569,10,-6.517,0,0.221,0.0809,5.82e-05,0.214,0.474,134.924,190187,4
659,Kygo,Born To Be Yours,0WVAQaxrT0wsGEG4BCVSn2,59,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,193321,4
660,XXXTENTACION,what are you so afraid of,57nOpVSc3j9o03Cr928ZM4,65,0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,150769,4
661,Ella Mai,Boo'd Up,4squZv12LD9M8ooJfoVgZS,64,0.397,0.843,10,-3.726,0,0.0987,0.158,0.0,0.0844,0.22,81.201,239341,4
662,Kacey Musgraves,High Horse,2U2Z1IXnmJIvlknWizFykZ,62,0.725,0.674,11,-5.254,0,0.0363,0.0325,3.55e-06,0.0531,0.773,120.057,213693,4
663,Billie Eilish,come out and play,7wC5eZcFS1Q1BsQ35DU6H4,68,0.64,0.321,0,-14.604,1,0.0931,0.693,0.0307,0.114,0.177,145.045,210376,4
664,Milo Manheim,Someday,2d1AiZExnhYoauaSWkB1Fm,66,0.772,0.806,2,-5.043,1,0.0367,0.191,0.0,0.0685,0.577,113.024,183799,4
665,Bea Miller,like that,6E37j4b44JGpdk297urpKM,68,0.573,0.441,6,-5.799,0,0.0758,0.186,0.0,0.61,0.389,61.657,185547,4
666,Summer Walker,CPR,5Tp4UJvnsF4Zd05k0zXUte,64,0.693,0.369,7,-12.683,0,0.175,0.637,0.00335,0.0951,0.141,140.148,203240,4
667,Five Finger Death Punch,Gone Away,57nTFMsSiVATCDPZm9JF4S,60,0.502,0.737,10,-7.572,1,0.0407,0.000374,5.07e-05,0.153,0.277,106.05,275213,4
668,Ariana Grande,sweetener,70khXICDeTTxgYtw3EysKH,66,0.721,0.459,4,-6.408,1,0.032,0.248,0.0,0.212,0.46,119.914,208493,4
669,NOTD,I Wanna Know (feat. Bea Miller),18W92Zm1KjLCbUIszOhpkD,66,0.661,0.725,6,-4.859,1,0.0563,0.0253,0.0,0.123,0.605,119.927,197939,4
670,BTS,Epiphany,6L88EH68XwlaXwvChlTS41,73,0.508,0.559,2,-6.366,0,0.0276,0.288,0.0,0.131,0.329,135.866,240362,4
671,Teyana Taylor,Issues/Hold On,0bxmVPKnEopTyuMMkaTvUb,63,0.528,0.523,7,-4.82,1,0.0523,0.833,1.53e-06,0.103,0.692,93.06,185979,4
672,A Boogie Wit da Hoodie,Skeezers,2A4vCndSkZ3jd5nfh3a8gc,63,0.792,0.484,7,-7.801,0,0.155,0.558,0.0,0.134,0.353,140.019,198054,4
673,Surfaces,Heaven Falls / Fall on Me,7yHqOZfsXYlicyoMt62yC6,62,0.563,0.366,11,-6.896,0,0.121,0.36,0.00243,0.0955,0.768,85.352,240597,4
674,Jay Rock,WIN,69WMdZSqdQwFgLVpbMsZ2J,63,0.879,0.595,1,-2.936,1,0.0889,0.0152,0.0,0.391,0.355,125.994,215227,4
675,BTS,Serendipity - Full Length Edition,1dS4l6xmdgEhCZTAhdOm4N,71,0.422,0.578,8,-7.524,1,0.0548,0.443,0.0,0.231,0.227,128.921,276708,4
676,J. Cole,Motiv8,1AT4xjNarTswd0UZ5FlmKF,63,0.869,0.385,4,-7.801,1,0.297,0.135,0.0,0.0931,0.596,149.897,133922,4
677,Why Don't We,8 Letters,4zRZAmBQP8vhNPf9i9opXt,73,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,190027,4
678,SadBoyProlific,Midnight Thoughts,1O28T70fY6eyL9vygOqCQi,64,0.543,0.387,11,-15.932,0,0.472,0.428,0.0,0.126,0.577,79.569,124865,4
679,BTS,MIC Drop (Steve Aoki Remix) - Full Length Edition,01380RE6UfsPSdiUIwrCoH,71,0.606,0.85,11,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01,307676,4
680,Twenty One Pilots,My Blood,5HeKOKc4phmLn8e4I7EkzD,68,0.749,0.723,1,-6.609,1,0.0432,0.0563,0.022,0.0977,0.674,108.999,229120,4
681,JayDaYoungan,Elimination,5wPhznwiMGc1tUojiEkAkG,62,0.755,0.517,4,-9.804,0,0.0751,0.754,0.0,0.127,0.699,129.027,154560,4
682,Mitski,Why Didn't You Stop Me?,2nifujUVU1XyhTSHI2kQ8g,66,0.609,0.859,0,-5.215,1,0.0436,0.000358,0.111,0.0749,0.558,120.038,141978,4
683,Fleet Foxes,Mykonos,2s7pyee9w04uQy3cNKzey9,63,0.3,0.452,11,-9.298,1,0.0305,0.395,0.000834,0.137,0.342,82.985,275307,4
684,Ozuna,El Farsante - Remix,7uYgVgRSgqluZclLS7wpp4,69,0.737,0.742,6,-2.875,1,0.0441,0.218,0.0,0.316,0.386,119.966,258000,4
685,Kina Grannis,Can't Help Falling In Love,6lfxq3CG4xtTiEg7opyCyx,70,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07e-05,0.132,0.143,181.74,201933,3
686,Red Velvet,Bad Boy,5GKwq4sO5ZHKuWaDmdwMQc,70,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,210818,4
687,Joey Purp,Elastic,4MAADpR6MjelkaZqe3Mgnv,64,0.966,0.435,1,-4.944,1,0.0674,0.0604,0.22,0.0511,0.561,111.16,126386,4
688,Drake,That’s How You Feel,41a7dZcq30Ss5kPMayWRV0,64,0.85,0.473,10,-5.747,0,0.209,0.117,0.0103,0.108,0.38,85.454,157605,4
689,A Boogie Wit da Hoodie,Just Like Me (feat. Young Thug),0uH6JssU7mWkTT9mqeqEvL,65,0.774,0.623,5,-7.871,1,0.245,0.156,0.0,0.0955,0.393,128.661,220888,5
690,EXO,Love Shot,0yB4jrSwN0bFtFRDR5vyMj,73,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,200306,4
691,Lil Baby,Crush A Lot,39RWYLt6hgk9BbhkDgaHW9,62,0.92,0.458,5,-5.643,0,0.315,0.0171,0.0,0.107,0.403,132.992,159755,4
692,Rod Wave,Weight On My Shoulders,5PVHJQ1iuQZ7srMFQYj9ML,60,0.734,0.623,5,-8.072,0,0.111,0.0139,0.0,0.0949,0.89,113.287,111875,5
693,Pouya,Void,4UYQHTgOlSdaQWfUTAjpop,62,0.767,0.854,4,-4.57,0,0.0675,0.169,0.000529,0.175,0.519,109.943,230501,4
694,The Weeknd,Privilege,0Nwar8rweBUyfyuoyjjUvk,67,0.404,0.564,11,-7.013,0,0.0344,0.915,0.00252,0.134,0.371,93.631,170573,4
695,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),3lb5fWSG2p7x8ik8HN9oFR,63,0.734,0.493,0,-7.528,1,0.308,0.0467,0.0,0.0477,0.562,86.043,233750,4
696,Megan Thee Stallion,Cognac Queen,2GbS8QZToLioxL8XMEwX3P,63,0.79,0.709,2,-5.806,1,0.224,0.0593,0.0,0.0794,0.26,131.079,222752,4
697,Lil Baby,I Am (Lil Baby & Gunna),3F57PtOdqRpD6euFYqtKXX,62,0.822,0.461,1,-6.506,1,0.449,0.328,0.0,0.122,0.268,130.003,145060,4
698,Ozuna,Vaina Loca,48zFZh27QU5qsrBjn4C2FA,73,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,176133,4
699,Mitski,Pink in the Night,51vArgRF64yIWk3JIcRITo,64,0.208,0.413,2,-9.643,1,0.0312,0.162,0.0,0.297,0.113,103.071,136668,4
700,JPEGMAFIA,1539 N. Calvert,6XyxCBp6x3jvtxXvMN5sAA,63,0.863,0.717,4,-3.143,0,0.17,0.278,0.0826,0.0991,0.357,152.05,157259,4
701,Current Joys,A Different Age,5iMXCDWA4FxPNcOnq0HrpJ,65,0.627,0.371,2,-10.621,1,0.0269,0.638,0.0672,0.0759,0.361,143.932,412418,4
702,Alan Walker,Darkside,6SRWhUJcD2YKahCwHavz3X,74,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,211680,4
703,Bad Bunny,Como Antes,69ZaPBHhRMRDjRpW1ivnOU,70,0.767,0.379,0,-10.348,1,0.0385,0.668,0.000145,0.217,0.252,103.956,230578,4
704,Her's,She Needs Him,1NjzNt18LlNTuJYErYGvbQ,63,0.504,0.58,1,-5.917,1,0.0279,0.0101,0.491,0.071,0.585,157.026,314391,4
705,Chayín Rubio,Ya Me Enteré,4ggabbjjuHrG06SsYnqvEs,70,0.657,0.591,10,-3.505,1,0.0297,0.835,0.0,0.248,0.687,132.041,189347,4
706,Polyphia,G.O.A.T.,0YPuRrM2NwzdtuShUKkts6,63,0.66,0.76,11,-5.488,0,0.0332,0.000601,0.312,0.0949,0.359,107.028,215999,4
707,BTS,Love Maze,4ROdFnoZNn2RTmwct0cVpx,70,0.637,0.876,9,-4.652,1,0.0618,0.0483,0.0,0.0728,0.759,149.93,221529,4
708,Maroon 5,Wait,6AvfZXpbb6r35DfF7gHPRq,60,0.655,0.603,8,-5.014,1,0.0555,0.0959,0.0,0.107,0.452,126.088,190643,4
709,Lauren Daigle,Look Up Child,3UUPQ4sAtAVnkcaSr06NBi,62,0.73,0.58,2,-5.813,1,0.0431,0.403,0.0,0.15,0.652,90.99,183013,4
710,Lauv,I Like Me Better,0EcQcdcbQeVJn9fknj44Be,70,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972,197437,4
711,Roddy Ricch,Every Season,1ttPzkTSpQUFcEGx8bjerL,64,0.936,0.704,5,-5.47,0,0.457,0.0632,0.0,0.104,0.566,130.022,214376,4
712,DJ Luian,La Ocasión,20pJKlNIU3J1CrvhBr1kQ8,72,0.739,0.627,9,-6.063,0,0.128,0.293,0.0,0.477,0.251,134.045,336149,4
713,XXXTENTACION,I don’t let go,4axYWgXASdsCBHuwInAubT,64,0.797,0.293,5,-7.479,1,0.08,0.591,0.0724,0.148,0.478,80.035,121630,4
714,Lake Street Dive,Good Kisser,7BDbyDs5FUmnh955RABFd7,60,0.485,0.591,10,-3.888,1,0.0453,0.119,0.00278,0.0787,0.636,160.336,218493,4
715,Takeoff,Infatuation,00I0pcNkN3IOX3fsYbaB4N,62,0.629,0.608,2,-7.247,0,0.0771,0.0724,0.0,0.0874,0.413,103.021,221893,4
716,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",1cmigB9I6IRpFqjIbzvSQB,66,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,294960,3
717,Trinidad Cardona,Dinero,3ggtU1ZOKO8ZNiqPNyXGcm,70,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997,160880,4
718,Ghost,Rats,4u39IY2QjY1utpNCCF4is0,61,0.522,0.944,2,-5.731,0,0.0936,6.11e-06,0.482,0.135,0.236,124.029,261573,4
719,Lady Gaga,Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj,72,0.575,0.33,7,-6.557,1,0.031,0.416,0.0,0.0872,0.277,95.801,217213,4
720,YoungBoy Never Broke Again,I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),4O1uCappFiU3bisYUdUBWy,60,0.722,0.88,4,-3.989,0,0.24,0.21,0.0,0.324,0.79,92.024,200170,4
721,Dierks Bentley,Living,54K7AZoGpQklpygKrxZlKN,61,0.517,0.813,1,-6.325,1,0.0558,0.0153,0.0,0.106,0.444,83.005,222147,4
722,BTS,134340,1MX0g22bQkr9HDVe37fLnN,68,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,230063,4
723,$uicideboy$,I No Longer Fear the Razor Guarding My Heel (IV),0rUOR0B5Zyf8p8pJVifQco,61,0.627,0.598,5,-9.092,0,0.218,0.0414,0.000174,0.131,0.132,113.073,474157,4
724,Poppy,Girls In Bikinis,5FXn5JHL50tDPMITGun9zh,64,0.886,0.893,6,-2.713,0,0.0612,0.116,0.0737,0.145,0.814,116.01,145272,4
725,Bad Bunny,Dime Si Te Acuerdas,3kG1jgWIDmjJkXhOiOmioO,71,0.74,0.595,1,-9.082,1,0.0623,0.486,0.0,0.163,0.316,131.96,187273,4
726,No Jumper,Hard (feat. Tay-K and BlocBoy JB),32OkBQinMWqa7ZydEkHqVi,62,0.886,0.542,1,-5.424,1,0.338,0.113,0.0,0.151,0.314,83.519,138997,4
727,21 Savage,1.5,2wOXxtHZgRkkrkEbKLzzqs,63,0.885,0.52,1,-8.353,1,0.359,0.000244,1.16e-06,0.454,0.306,84.022,148656,4
728,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),22ykS8KWpd2r4zcRZ0XMK5,64,0.675,0.23,1,-10.363,0,0.204,0.191,0.0,0.104,0.101,173.962,211920,4
729,Bad Bunny,Caro,6it15CsDlkqB7N4lF0C1qM,69,0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4
730,Nathaniel Rateliff & The Night Sweats,A Little Honey,1q5wF1wZQD41ura41yVqXb,60,0.486,0.721,0,-6.619,1,0.0303,0.0195,0.00491,0.117,0.902,150.09,190533,4
731,XXXTENTACION,"ALONE, PART 3",2oe6dDthgthqUkfL3czpEd,65,0.61,0.258,0,-12.758,1,0.0331,0.883,0.0145,0.103,0.164,127.08,109986,4
732,BTS,Airplane pt.2,4lAE47gj539h8R1yxPhhGG,71,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,218615,4
733,Drake,Emotionless,5Psnhdkyanjpgc2P8A5TSM,65,0.414,0.677,1,-5.12,1,0.254,0.0248,0.0,0.0793,0.0853,172.521,302173,4
734,"Earth, Wind & Fire",September,7Cuk8jsPPoNYQWXK9XRFvG,66,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,4
735,Lil Wayne,Don't Cry (feat. XXXTENTACION),5BQrp63SHCVf4bzCzJePne,63,0.618,0.71,8,-6.066,1,0.331,0.407,0.0,0.183,0.233,112.014,249450,4
736,Ski Mask The Slump God,COOLEST MONKEY IN THE JUNGLE,1D23GEeQ32aqLw5ZnY3Ivp,61,0.893,0.676,9,-4.867,0,0.227,0.324,0.0,0.0968,0.804,125.923,152213,4
737,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,69,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,4
738,FISHER,Losing It,6ho0GyrWZN3mhi9zVRW7xi,74,0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,248036,4
739,Saweetie,ICY GRL,1sl1cpix9GnwNwaVt04BIu,64,0.927,0.563,7,-5.827,1,0.175,0.0306,0.0,0.0736,0.842,103.312,109302,4
740,Dybbukk,I'm Only a Fool for You,2egLcqqD1fz44PKq28fsKQ,70,0.632,0.322,8,-7.652,1,0.0465,0.0307,0.535,0.44,0.367,70.917,61176,4
741,Mt. Joy,Dirty Love,2bsC6KLZ6a9v6zdoDkziBL,61,0.774,0.439,5,-7.612,0,0.0364,0.595,0.00127,0.109,0.661,125.085,164627,4
742,YoungBoy Never Broke Again,Solar Eclipse,0Jr4zQh5i3vrKFEcXrhhxl,60,0.671,0.775,10,-3.969,0,0.0667,0.203,0.0,0.223,0.331,148.195,227060,4
743,Queen Naija,Butterflies,4A58lXGBRCg2cumRXTRxHO,62,0.737,0.542,8,-7.593,1,0.0732,0.295,0.0,0.103,0.385,119.973,212175,4
744,El Alfa,Demaga Ge Gi Go Gu,3nQbCPy1vMFtXb4XEpOmgC,68,0.609,0.904,8,-2.619,1,0.324,0.638,0.00416,0.229,0.471,149.149,218921,5
745,XXXTENTACION,going down!,7CkbRn6S0itJqcqn88AtSV,63,0.873,0.663,1,-4.086,1,0.15,0.0216,0.000356,0.0867,0.525,135.499,115194,4
746,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),3DoBTwfr8yi2LN08SBpFkN,63,0.706,0.559,4,-5.216,0,0.0416,0.0372,0.0,0.379,0.252,78.534,217405,4
747,Jack Stauber's Micropop,Two Time,7JTGwb6ug0z15F5roNLE0s,64,0.832,0.346,0,-9.64,1,0.036,0.112,1.29e-05,0.0945,0.688,98.512,139851,4
748,KHEA,Loca - Remix,2ECIwi1a7mfokdDkkJ08Ne,72,0.795,0.751,8,-3.661,1,0.0675,0.337,0.0,0.0983,0.537,113.033,346460,4
749,Charlie Puth,Done for Me (feat. Kehlani),1lsBTdE6MGsKeZCD6llNu7,68,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009,180493,4
750,Bazzi,Myself,5YLHLxoZsodDWjqSgjhBf3,66,0.745,0.561,9,-5.513,0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,167553,4
751,Migos,BBO (Bad Bitches Only),4BHzHISX21PYwGXiBEUQ70,62,0.808,0.771,4,-5.719,0,0.0645,0.0413,1.29e-06,0.18,0.471,161.94,251859,4
752,Chris Lane,Take Back Home Girl (feat. Tori Kelly),0N9uZRrJQ3lO5TmInEjLxc,61,0.493,0.796,11,-3.971,1,0.0691,0.39,0.0,0.0957,0.644,159.988,212107,4
753,Kim Petras,Can't Do Better,7t9gDWqX10tbhtriPR1Cnd,66,0.473,0.655,7,-5.144,1,0.0373,0.069,1.12e-06,0.144,0.295,131.975,188616,4
754,girl in red,summer depression,3SEZEyvEALlomED5xFeqOs,66,0.693,0.308,9,-15.635,1,0.0442,0.645,0.476,0.127,0.677,129.943,151693,4
755,21 Savage,asmr,2QgfDF0fQ4sskDthP8MG5w,62,0.84,0.543,1,-7.738,1,0.476,0.0399,0.0,0.117,0.161,170.067,171714,4
756,Car Seat Headrest,Sober to Death,6kOHjAOLz9IvUiRGf72Kec,62,0.512,0.543,7,-6.857,1,0.0343,0.189,0.000649,0.323,0.236,114.963,304427,4
757,Kiana Ledé,Wicked Games,0TYhf0MgEj4YJaKwo5c4Km,69,0.789,0.435,1,-7.042,0,0.0599,0.447,0.0,0.135,0.456,72.973,181267,3
758,Brent Faiyaz,Make Luv,2CInzVilMduj9L8dDXwyUA,62,0.661,0.413,8,-9.069,0,0.218,0.441,4.19e-05,0.114,0.276,143.974,193309,4
759,Ari Afsar,First Burn,1A2gifkaEngunqZAFHUS0j,63,0.679,0.472,11,-6.871,0,0.036,0.343,0.0,0.649,0.346,99.024,182828,3
760,Adriel Favela,La Escuela No Me Gustó,4qArKIA7dnmdushoBlkV94,68,0.836,0.766,7,-6.229,0,0.0371,0.323,1.18e-06,0.091,0.844,112.548,176000,4
761,Gorillaz,Tranz,7jYUaoOfdcYgUvkK8NnFfx,66,0.649,0.883,7,-5.058,1,0.0306,0.0324,0.0185,0.0658,0.779,135.141,162627,4
762,Megan Thee Stallion,Big Ole Freak,3YEbLhXRDPTtctnb3ddg8g,60,0.799,0.699,2,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.979,214851,4
763,Blueface,Thotiana,5GBuCHuPKx6UC7VsSPK0t3,65,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,129264,4
764,Zedd,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,69,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030,3
765,Morgan Wallen,Redneck Love Song,6mcuK40HmzARZP56q9HE40,60,0.75,0.835,5,-4.848,1,0.0312,0.399,0.0,0.0421,0.923,140.034,189973,4
766,The Neighbourhood,Compass,0YNtAadZvKBBEFARtfoCV8,69,0.7,0.82,5,-5.499,0,0.0329,0.238,0.318,0.658,0.667,109.998,167960,4
767,Cautious Clay,Cold War,6DwiGVCgXGREeCyJZtX7S1,62,0.654,0.47,1,-10.383,0,0.0586,0.274,0.249,0.103,0.462,77.083,202597,4
768,Witt Lowry,Into Your Arms (feat. Ava Max),0b11D9D0hMOYCIMN3OKreM,75,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,186022,4
769,Calum Scott,You Are The Reason - Duet Version,1x3W8RZxW94lrVGhP95qA6,70,0.403,0.356,10,-7.547,1,0.0298,0.382,0.0,0.148,0.151,171.454,190760,3
770,$uicideboy$,Nicotine Patches,2qXOuks93SBqKbQofW208w,61,0.747,0.576,0,-9.764,0,0.119,0.0189,0.000716,0.26,0.412,145.929,156034,4
771,Tyler Childers,Follow You to Virgie (Live),55aK86IrWnMT6XoMwBs5ca,59,0.591,0.272,11,-10.749,1,0.0561,0.892,1.96e-05,0.629,0.312,72.507,204107,4
772,Mac Miller,So It Goes,0EA2RhRHL4KWeNa7JfD1Yw,62,0.576,0.556,0,-6.474,1,0.231,0.812,0.125,0.0943,0.294,148.173,312960,4
773,Fredo Bang,Oouuh,079mtESlfnN0BTYsaiEXuY,61,0.766,0.74,5,-5.706,0,0.0993,0.452,0.0,0.109,0.78,154.982,167280,4
774,Cole Swindell,Break Up in the End,5Z19ylxppfnfdP4JH0u8oj,59,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,199693,4
775,Rod Wave,Heart 4 Sale,3WqWKsKNFjhPGk4xPls6rX,59,0.863,0.46,4,-7.122,0,0.326,0.281,0.000257,0.113,0.57,149.071,176035,4
776,Young the Giant,Superposition,67YPjbcxUypwNOwYBZquq1,61,0.593,0.697,7,-5.416,1,0.0399,0.00289,0.0257,0.14,0.428,170.0,230960,4
777,SHAED,Trampoline,0lsRatBUs9HNIZAmoGABzk,63,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4
778,BTS,Magic Shop,5MTGPkmiUuud9NkA0sl2nI,71,0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934,275696,4
779,Kendrick Lamar,Big Shot (with Travis Scott),5cXg9IQS34FzLVdHhp7hu7,64,0.855,0.478,1,-9.116,1,0.193,0.00759,0.0,0.101,0.284,130.018,221827,4
780,Phoebe Bridgers,Motion Sickness,25Syi9wnfn6ZGAmiOBypPq,63,0.651,0.546,1,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021,229760,4
781,Twenty One Pilots,Jumpsuit,1E1uGhNdBe6Dddbgs2KqtZ,67,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238560,4
782,Ariana Grande,R.E.M,1xWH8zYtDeS9mW1JJG23VZ,65,0.831,0.485,10,-6.677,0,0.15,0.375,1.47e-05,0.118,0.622,80.022,245667,4
783,Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",4QtiVmuA88tPQiCOHZuQ5b,77,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,201526,4
784,Ariana Grande,better off,3NbTQ8ZbHU6MSEVUFAVCJ9,64,0.597,0.524,11,-7.247,1,0.0537,0.216,0.0,0.112,0.0549,92.568,171333,4
785,A$AP Rocky,Fukk Sleep (feat. FKA twigs),1AqemxWsT0iGg5Lvkm16Bt,68,0.798,0.412,2,-9.305,1,0.36,0.443,7.43e-05,0.219,0.304,135.959,192973,4
786,Nathaniel Rateliff & The Night Sweats,You Worry Me,7ADBL3WZ9Oyj7zgkg7ODT8,61,0.666,0.646,2,-7.722,1,0.0268,0.124,0.286,0.095,0.664,100.05,214160,4
