Singer,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,Song name,speechiness,tempo,track_href,valence
Javed Ali,0.867,0.538,0.217,26z3ljZ0y0naOT7EQzHcH2,7.21E-05,8,0.111,-13.737,1,Zohra-Jabeen,0.0299,139.87,https://api.spotify.com/v1/tracks/26z3ljZ0y0naOT7EQzHcH2,0.138
Javed Ali,0.392,0.287,0.762,3StBtW3cANtA6ZGwIzT8z2,0,0,0.287,-7.121,1,Garaj Garaj,0.0874,73.054,https://api.spotify.com/v1/tracks/3StBtW3cANtA6ZGwIzT8z2,0.262
Javed Ali,0.833,0.465,0.541,1rZ1LwKo64Ke69f3LPGk0S,0.0928,7,0.0962,-8.463,1,Tum - Version,0.0316,149.901,https://api.spotify.com/v1/tracks/1rZ1LwKo64Ke69f3LPGk0S,0.116
Javed Ali,0.751,0.7,0.508,70B5h4N91r4FSPcMxZcxOF,1.99E-05,8,0.0934,-8.461,1,Chinnan Sirisu,0.0483,150.1,https://api.spotify.com/v1/tracks/70B5h4N91r4FSPcMxZcxOF,0.376
Kishore Kumar,0.989,0.493,0.604,4YZJr7NL2fmZkPI3CXeNhV,0.655,1,0.242,-7.304,0,Bheegi Bheegi Raaton Mein,0.0455,95.966,https://api.spotify.com/v1/tracks/4YZJr7NL2fmZkPI3CXeNhV,0.716
Kishore Kumar,0.971,0.409,0.337,7a918splcA26WH2Palfpq3,5.74E-06,5,0.113,-11.369,0,Tum Aa Gaye Ho Noor Aa Gaya,0.0306,109.973,https://api.spotify.com/v1/tracks/7a918splcA26WH2Palfpq3,0.476
Kishore Kumar,0.872,0.461,0.377,6Frhkb7giXWjeJAX2dJT88,0,9,0.0836,-13.273,0,O Mere Dil Ke Chain,0.0307,109.017,https://api.spotify.com/v1/tracks/6Frhkb7giXWjeJAX2dJT88,0.541
Kishore Kumar,0.939,0.378,0.665,6UIW6bm2VJKMP4T0jqgD2D,0,3,0.359,-6.135,0,Yeh Jo Mohabbat Hai,0.0789,158.325,https://api.spotify.com/v1/tracks/6UIW6bm2VJKMP4T0jqgD2D,0.618
Kishore Kumar,0.829,0.418,0.603,7cqSZn61vxGzPuc2UuQC5e,0.00275,7,0.146,-6.816,0,Humko Tumse Ho Gaya Hai Pyar - Amar Akbar Anthony / Soundtrack Version,0.0438,94.314,https://api.spotify.com/v1/tracks/7cqSZn61vxGzPuc2UuQC5e,0.742
Kishore Kumar,0.861,0.256,0.446,12DVyDf5uqrcRr3BmqDF2w,0.00158,11,0.121,-7.947,0,Chingari Koi Bhadke,0.0313,175.72,https://api.spotify.com/v1/tracks/12DVyDf5uqrcRr3BmqDF2w,0.358
Kishore Kumar,0.762,0.613,0.308,2bM8gJ6WjnyAs0ignRLW0A,0.00443,9,0.32,-14.5,0,Hamen Tumse Pyar Kitna,0.0394,125.239,https://api.spotify.com/v1/tracks/2bM8gJ6WjnyAs0ignRLW0A,0.568
Kishore Kumar,0.903,0.358,0.342,3ZBD7wbqeUe3Iuw4ltmtzo,0.00769,5,0.223,-12.604,0,Oh Hansini,0.0335,130.928,https://api.spotify.com/v1/tracks/3ZBD7wbqeUe3Iuw4ltmtzo,0.358
Kishore Kumar,0.924,0.369,0.403,1rF1y4m37WiBWVCEpum7da,0.000982,7,0.233,-9.475,0,Zindagi Ka Safar,0.03,106.66,https://api.spotify.com/v1/tracks/1rF1y4m37WiBWVCEpum7da,0.351
Kishore Kumar,0.822,0.3,0.52,49KcsdsM3Kap2sV4dtbHQf,4.82E-06,7,0.0452,-5.682,0,Tere Mere Milan Ki Yeh Raina,0.0325,85.233,https://api.spotify.com/v1/tracks/49KcsdsM3Kap2sV4dtbHQf,0.541
Kishore Kumar,0.666,0.449,0.53,1AlatlIkROgLvG6pgBBnAz,7.30E-06,8,0.234,-8.787,0,Roop Tera Mastana,0.0951,83.362,https://api.spotify.com/v1/tracks/1AlatlIkROgLvG6pgBBnAz,0.543
Kishore Kumar,0.676,0.296,0.585,1IZHyKpvgxTjACPSBWQxbf,0.00036,10,0.0778,-11.217,0,O Meri Soni Meri Tamanna,0.0567,115.657,https://api.spotify.com/v1/tracks/1IZHyKpvgxTjACPSBWQxbf,0.359
Kishore Kumar,0.413,0.648,0.41,7Avl75LRSHu6J13bt67W2o,0,7,0.12,-9.564,0,"Kya Yahi Pyar Hai - From ""Rocky""",0.0268,102.64,https://api.spotify.com/v1/tracks/7Avl75LRSHu6J13bt67W2o,0.601
Kishore Kumar,0.823,0.376,0.462,5P49QyK81dOSc3W7iWDlAT,0.004,1,0.122,-9.545,0,Rimjhim Gire Sawan,0.0335,106.954,https://api.spotify.com/v1/tracks/5P49QyK81dOSc3W7iWDlAT,0.736
Kishore Kumar,0.86,0.546,0.746,6pFkZQ3o224K3dAR16oWAj,0.0225,5,0.385,-9.557,0,Zindagi Ek Safar Hai Suhana - Kishore Kumar,0.0928,118.081,https://api.spotify.com/v1/tracks/6pFkZQ3o224K3dAR16oWAj,0.791
Kishore Kumar,0.715,0.361,0.63,1QqtOXpvfLPW4yEuAXJKDk,5.27E-06,0,0.306,-9.612,0,Ek Hasina Thi Ek Diwana Tha,0.0665,116.69,https://api.spotify.com/v1/tracks/1QqtOXpvfLPW4yEuAXJKDk,0.444
Kishore Kumar,0.633,0.389,0.699,6PTn66QzyMC8qVV7vNMRXE,2.26E-06,5,0.709,-5.05,0,"Wada Karo - From ""Aa Gale Lag Jaa""",0.0415,87.427,https://api.spotify.com/v1/tracks/6PTn66QzyMC8qVV7vNMRXE,0.527
Kishore Kumar,0.367,0.428,0.493,53keqrDTkt1GE9hJgUoql4,0.00327,5,0.0928,-7.399,0,Aa Chal Ke Tujhe,0.0342,111.795,https://api.spotify.com/v1/tracks/53keqrDTkt1GE9hJgUoql4,0.298
Kishore Kumar,0.479,0.413,0.836,6oZca81sE6EFdB34cPSAxu,0,2,0.349,-8.656,0,Jai Jai Shiv Shankar,0.143,108.319,https://api.spotify.com/v1/tracks/6oZca81sE6EFdB34cPSAxu,0.707
Kishore Kumar,0.93,0.372,0.419,57l24qsMzRsvecxRM0tfC6,1.01E-06,3,0.121,-9.876,1,Tere Bina Zindagi Se,0.0295,92.381,https://api.spotify.com/v1/tracks/57l24qsMzRsvecxRM0tfC6,0.456
Kishore Kumar,0.22,0.53,0.564,2hWUcbgPqVsvsgHMWEvSUe,0.0032,3,0.258,-7.137,1,Aap Ki Ankhon Mein Kuch,0.0323,100.187,https://api.spotify.com/v1/tracks/2hWUcbgPqVsvsgHMWEvSUe,0.349
Kishore Kumar,0.656,0.551,0.661,0Yu6DMaU2w0777Ek5XQNyI,0,5,0.363,-7.609,1,Pyar Diwana Hota Hai,0.04,123.619,https://api.spotify.com/v1/tracks/0Yu6DMaU2w0777Ek5XQNyI,0.826
Kishore Kumar,0.918,0.316,0.5,61QOwSMaYXkI9xZg1sHeL0,0.00686,5,0.149,-7.557,1,Kora Kagaz Tha Yeh Man Mera,0.0532,199.178,https://api.spotify.com/v1/tracks/61QOwSMaYXkI9xZg1sHeL0,0.679
Kishore Kumar,0.238,0.441,0.428,66pgL55KG00oTsxzTw7tBE,7.86E-06,10,0.335,-12.796,1,Meri Bheegi Bheegi Si,0.0329,104.199,https://api.spotify.com/v1/tracks/66pgL55KG00oTsxzTw7tBE,0.422
Kishore Kumar,0.708,0.288,0.639,6V02gm33UVBuwK9ZUfxkDw,3.40E-06,6,0.257,-6.645,1,O Saathi Re - Kishore Kumar,0.0332,103.747,https://api.spotify.com/v1/tracks/6V02gm33UVBuwK9ZUfxkDw,0.479
Kishore Kumar,0.891,0.447,0.476,6UeEm5XPsleVD85kNHCu1n,0,6,0.323,-11.007,1,Yeh Sham Mastani,0.0343,116.187,https://api.spotify.com/v1/tracks/6UeEm5XPsleVD85kNHCu1n,0.563
Kishore Kumar,0.882,0.255,0.397,7yJVavhTsIrjM1KleXlpHR,5.80E-06,10,0.128,-12.411,1,Karvaten Badalte Rahe,0.0352,81.232,https://api.spotify.com/v1/tracks/7yJVavhTsIrjM1KleXlpHR,0.595
Kishore Kumar,0.736,0.46,0.396,0m23fTE5D9lfYyVyfm5RoL,5.62E-05,8,0.123,-9.356,1,Ek Main Aur Ek Tu,0.0543,119.663,https://api.spotify.com/v1/tracks/0m23fTE5D9lfYyVyfm5RoL,0.715
Kishore Kumar,0.798,0.323,0.572,7ofX3S0t8JkDq7ht1BoofL,2.17E-05,2,0.562,-11.009,1,Zindagi Ke Safar Mein,0.0368,87.682,https://api.spotify.com/v1/tracks/7ofX3S0t8JkDq7ht1BoofL,0.536
Kishore Kumar,0.724,0.332,0.642,5frRYI0khL5GH9SF02iKSy,3.50E-05,9,0.0834,-1.312,1,"Kehdoon Tumhen - From ""Deewaar""",0.0363,105.993,https://api.spotify.com/v1/tracks/5frRYI0khL5GH9SF02iKSy,0.621
Kishore Kumar,0.107,0.54,0.879,5XDh3IwOcwrJjqhfxrapxO,2.56E-06,7,0.29,-3.602,1,Monsta Mashup 2019 by DJ Notorious and Lijo George,0.116,105.97,https://api.spotify.com/v1/tracks/5XDh3IwOcwrJjqhfxrapxO,0.513
Kishore Kumar,0.911,0.535,0.465,4MiiZH1ONmjTVEFbGURgMC,2.82E-06,4,0.446,-7.403,1,Chala Jata Hoon,0.032,107.805,https://api.spotify.com/v1/tracks/4MiiZH1ONmjTVEFbGURgMC,0.859
Kishore Kumar,0.921,0.514,0.532,098jYib9xwJFe6W4eIL5Ok,0.000114,8,0.333,-12.57,1,Mere Sapnon Ki Rani,0.046,119.194,https://api.spotify.com/v1/tracks/098jYib9xwJFe6W4eIL5Ok,0.772
Kishore Kumar,0.984,0.35,0.557,3Cx7kRThxe9AYG0u68ldK3,0.068,6,0.0511,-8.839,1,Hum Dono Do Premi,0.0357,86.617,https://api.spotify.com/v1/tracks/3Cx7kRThxe9AYG0u68ldK3,0.677
Kishore Kumar,0.628,0.562,0.696,02zPo0Dt0R4TTFY5zLJZnK,0,0,0.172,-7.612,1,Neele Neele Ambar Par - Male Version,0.0397,93.801,https://api.spotify.com/v1/tracks/02zPo0Dt0R4TTFY5zLJZnK,0.722
Kishore Kumar,0.752,0.472,0.576,3Tel7yJVZrPclGFsMsxZcV,0.00332,5,0.179,-7.958,1,Aanewala Pal Janewala Hai,0.0295,107.17,https://api.spotify.com/v1/tracks/3Tel7yJVZrPclGFsMsxZcV,0.593
Kishore Kumar,0.724,0.398,0.589,4dKN9P6fhczUgMt9BXruyU,0.000123,10,0.106,-5.347,1,Phir Wohi Raat Hai Khwab Ki,0.0318,92.445,https://api.spotify.com/v1/tracks/4dKN9P6fhczUgMt9BXruyU,0.431
Kishore Kumar,0.343,0.295,0.461,3KTkaLTGZej5pIrt8yXQPc,0.00114,10,0.321,-10.146,1,Chal Kahin Door Nikal Jayen,0.0341,101.385,https://api.spotify.com/v1/tracks/3KTkaLTGZej5pIrt8yXQPc,0.388
Kishore Kumar,0.673,0.492,0.486,3mLhme6vdUX2wTgv7cVUtb,6.31E-06,9,0.238,-10.317,1,Janu Meri Jaan - Shaan / Soundtrack Version,0.0558,134.355,https://api.spotify.com/v1/tracks/3mLhme6vdUX2wTgv7cVUtb,0.783
Kishore Kumar,0.954,0.397,0.652,6knyRBZ0lLQoFV0611RiNX,0.00121,7,0.261,-7.278,1,Gaata Rahe Mera Dil,0.0449,90.86,https://api.spotify.com/v1/tracks/6knyRBZ0lLQoFV0611RiNX,0.663
Kishore Kumar,0.806,0.351,0.638,5hikDyf8SBJ00s80Bk7KTQ,0.00288,5,0.405,-11.888,1,Gaadi Bula Rahi Hai,0.0708,103.359,https://api.spotify.com/v1/tracks/5hikDyf8SBJ00s80Bk7KTQ,0.594
Kishore Kumar,0.931,0.422,0.407,7HecRnXZ75dht1HtmlWm9i,0.0164,5,0.119,-7.649,1,O Majhi Re Apna Kinara,0.0331,119.548,https://api.spotify.com/v1/tracks/7HecRnXZ75dht1HtmlWm9i,0.373
Kishore Kumar,0.989,0.331,0.551,1mPNK9DQVA7gJNtJ20PZu3,0.511,6,0.564,-8.505,1,Ek Ajnabee Haseena Se,0.0379,97.18,https://api.spotify.com/v1/tracks/1mPNK9DQVA7gJNtJ20PZu3,0.664
Kishore Kumar,0.863,0.372,0.595,3oFQz8s9nnr6AvrbTf4kgt,0.00221,7,0.31,-11.152,1,Tere Jaisa Yaar Kahan - Yaarana / Soundtrack Version,0.0747,104.427,https://api.spotify.com/v1/tracks/3oFQz8s9nnr6AvrbTf4kgt,0.393
Kishore Kumar,0.837,0.556,0.564,0XprgFKfXIDkgHZ4iYVIjk,0,7,0.219,-5.162,1,Panna Ki Tamanna Hai,0.0275,110.102,https://api.spotify.com/v1/tracks/0XprgFKfXIDkgHZ4iYVIjk,0.586
Kishore Kumar,0.48,0.374,0.865,2v5Z7GqQ0MeN9j5m0Fbvbz,0.00027,1,0.0524,-5.344,1,Ho Pardesia,0.08,99.157,https://api.spotify.com/v1/tracks/2v5Z7GqQ0MeN9j5m0Fbvbz,0.619
Kishore Kumar,0.783,0.463,0.293,3T1jpUBXHbU6omrnkvSuBf,4.70E-05,8,0.172,-13.582,1,Mere Naina Sawan Bhadon,0.0327,125.897,https://api.spotify.com/v1/tracks/3T1jpUBXHbU6omrnkvSuBf,0.435
Kishore Kumar,0.879,0.263,0.695,2L7cxjqADnrecTLDQKPM2Y,0.00431,3,0.295,-5.394,1,Woh Sham Kuchh Ajeeb Thi,0.0346,98.648,https://api.spotify.com/v1/tracks/2L7cxjqADnrecTLDQKPM2Y,0.244
Kishore Kumar,0.711,0.301,0.731,3Jj02N4CsUY8YAn2d03M4K,6.07E-06,8,0.083,-4.481,1,Tera Mujhse - Aa Gale Lag Jaa / Soundtrack Version,0.067,159.426,https://api.spotify.com/v1/tracks/3Jj02N4CsUY8YAn2d03M4K,0.511
Kishore Kumar,0.774,0.403,0.361,3MRREVp7Vwiivsny9bGd9O,0,8,0.195,-8.904,1,Mere Mehboob Qayamat Hogi,0.0511,97.087,https://api.spotify.com/v1/tracks/3MRREVp7Vwiivsny9bGd9O,0.581
KK,0.491,0.568,0.726,4IGfpRPTnhzZyL74Ilubrb,0.000764,9,0.122,-6.087,0,Tu Hi Meri Shab Hai,0.0366,118.842,https://api.spotify.com/v1/tracks/4IGfpRPTnhzZyL74Ilubrb,0.564
KK,0.431,0.644,0.818,3HFjh7QljnUCBLsoTwMuTj,2.62E-05,6,0.0806,-5.924,0,Kya Mujhe Pyaar Hai,0.0549,118.477,https://api.spotify.com/v1/tracks/3HFjh7QljnUCBLsoTwMuTj,0.789
KK,0.12,0.468,0.91,18YHbIhrleUkKKj2DvEp79,0.000304,11,0.271,-3.057,0,Zara Sa,0.051,163.842,https://api.spotify.com/v1/tracks/18YHbIhrleUkKKj2DvEp79,0.694
KK,0.337,0.797,0.306,0ypgFw67lNEpoKFUxUV0tG,0,11,0.169,-14.176,0,Such Keh Raha Hai,0.0487,124.003,https://api.spotify.com/v1/tracks/0ypgFw67lNEpoKFUxUV0tG,0.519
KK,0.259,0.579,0.712,47l2Dd3XPBLio3kjbEMyDJ,0.000253,0,0.18,-6.119,0,Tujhe Sochta Hoon,0.0308,80.998,https://api.spotify.com/v1/tracks/47l2Dd3XPBLio3kjbEMyDJ,0.486
KK,0.633,0.59,0.859,3Kl8p2PxVf8eAayLwTxOIm,0,2,0.286,-5.005,0,Dil Ibaadat,0.0416,149.966,https://api.spotify.com/v1/tracks/3Kl8p2PxVf8eAayLwTxOIm,0.634
KK,0.209,0.842,0.93,3ppaMjhBDxRi2kTpawOSJn,1.42E-05,9,0.104,-8.328,0,My Heart,0.0949,130,https://api.spotify.com/v1/tracks/3ppaMjhBDxRi2kTpawOSJn,0.77
KK,0.0452,0.902,0.772,3hCUkos0NxuSFl73oOHJzb,0.000129,6,0.12,-8.29,0,It's the Time to Disco,0.0383,131.992,https://api.spotify.com/v1/tracks/3hCUkos0NxuSFl73oOHJzb,0.808
KK,0.718,0.415,0.904,4vgCpNUUcpEIBifidhQOnR,0,2,0.0739,-3.586,0,Haan Tu Hain,0.104,83.648,https://api.spotify.com/v1/tracks/4vgCpNUUcpEIBifidhQOnR,0.729
KK,0.0144,0.746,0.697,4EjO3ELtQkbOBox5adad6a,0.000746,7,0.167,-7.693,0,Feel My Love,0.0422,99.974,https://api.spotify.com/v1/tracks/4EjO3ELtQkbOBox5adad6a,0.542
KK,0.329,0.63,0.837,5WncH5iZ5GFlnXm7jKEXVP,0.00271,9,0.159,-4.635,0,Labon Ko,0.0387,107.997,https://api.spotify.com/v1/tracks/5WncH5iZ5GFlnXm7jKEXVP,0.473
KK,0.641,0.5,0.588,1ELMyeJLDHUz3cK3XTWgEi,4.52E-05,4,0.327,-7.66,0,Piya Aaye Na,0.0362,81.973,https://api.spotify.com/v1/tracks/1ELMyeJLDHUz3cK3XTWgEi,0.35
KK,0.573,0.613,0.108,2Cu77Qj7Hte67jMtoEfxZK,0,9,0.0565,-15.73,0,Kaise Mein Kahun Tujhse,0.0289,85.941,https://api.spotify.com/v1/tracks/2Cu77Qj7Hte67jMtoEfxZK,0.779
KK,0.0159,0.803,0.931,59nB7okW0qhj6924cjimOH,3.07E-05,1,0.318,-2.471,0,Zero Hour Mashup 2015(Remix By Dj Kiran Kamath),0.0554,130.041,https://api.spotify.com/v1/tracks/59nB7okW0qhj6924cjimOH,0.756
KK,0.0188,0.692,0.954,71s7tZo8OGlN3VXyURWLUr,0,2,0.151,-3.93,0,Make Some Noise For The Desi Boyz,0.0915,141.98,https://api.spotify.com/v1/tracks/71s7tZo8OGlN3VXyURWLUr,0.89
KK,0.201,0.836,0.915,3gLf7ctpqnklhoQfeveBw0,0.00113,6,0.0389,-5.745,0,Ab To Forever,0.0445,109.03,https://api.spotify.com/v1/tracks/3gLf7ctpqnklhoQfeveBw0,0.792
KK,0.185,0.677,0.792,57zEYntUat0ofbFpoicN26,2.49E-05,9,0.28,-2.612,0,Uppenantha,0.133,171.956,https://api.spotify.com/v1/tracks/57zEYntUat0ofbFpoicN26,0.849
KK,0.0726,0.787,0.866,4RtvAfvD8lgqqBnojwaDI8,0.00292,6,0.284,-7.016,0,Gori Gori Gori Gori,0.0436,101.009,https://api.spotify.com/v1/tracks/4RtvAfvD8lgqqBnojwaDI8,0.68
KK,0.661,0.467,0.859,0mh4VutnDyBn1sqcp05MZD,0,0,0.0522,-2.946,0,Mat Aazma Re,0.0409,89.842,https://api.spotify.com/v1/tracks/0mh4VutnDyBn1sqcp05MZD,0.673
KK,0.264,0.788,0.86,6Niy4LfcTcvJJkzfLz5W1B,0.000321,6,0.0687,-5.988,0,Touch Me,0.048,104.982,https://api.spotify.com/v1/tracks/6Niy4LfcTcvJJkzfLz5W1B,0.853
KK,0.0626,0.669,0.788,4TzigAgik8j6HvdTGWHOW3,8.03E-06,9,0.106,-6.611,0,Cheliya,0.0435,144.977,https://api.spotify.com/v1/tracks/4TzigAgik8j6HvdTGWHOW3,0.794
KK,0.265,0.766,0.663,2tkj1EXX7p9sWmoycuiS8Q,0,2,0.132,-6.422,0,Rafta Rafta,0.0304,114.968,https://api.spotify.com/v1/tracks/2tkj1EXX7p9sWmoycuiS8Q,0.643
KK,0.0222,0.658,0.882,11MVHPAE4fu7rbGuNboXqs,0.0108,6,0.198,-7.206,0,Kya Mujhe Pyar Hai (Remix),0.0311,128.016,https://api.spotify.com/v1/tracks/11MVHPAE4fu7rbGuNboXqs,0.963
KK,0.547,0.78,0.439,42XgH6kQAvTOiKODWMuD9p,0.00456,3,0.146,-7.729,0,Waiting For You,0.0331,120.023,https://api.spotify.com/v1/tracks/42XgH6kQAvTOiKODWMuD9p,0.369
KK,0.485,0.689,0.805,7LuYc1yBvfvvLC1O7Ng4v4,1.46E-06,4,0.142,-8.496,0,Uyirin Uyire,0.058,135.528,https://api.spotify.com/v1/tracks/7LuYc1yBvfvvLC1O7Ng4v4,0.834
KK,0.397,0.697,0.438,5FXMRdJjKq1BIX4e8Eg9mK,0,8,0.293,-8.411,1,Ajab Si,0.0289,117.954,https://api.spotify.com/v1/tracks/5FXMRdJjKq1BIX4e8Eg9mK,0.58
KK,0.613,0.486,0.382,5nHwX7e5XHnie22nuTFgda,8.56E-05,6,0.149,-6.183,1,Dil Kyun Yeh Mera,0.0286,125.918,https://api.spotify.com/v1/tracks/5nHwX7e5XHnie22nuTFgda,0.164
KK,0.391,0.382,0.632,0gPgdRfB4jdGrlyXS0Vx78,0.000486,8,0.0922,-6.393,1,Khuda Jaane,0.0411,78.936,https://api.spotify.com/v1/tracks/0gPgdRfB4jdGrlyXS0Vx78,0.716
KK,0.603,0.257,0.583,0zQa7QXLpUZfrrsWbgDZll,0.000289,7,0.146,-8.185,1,Beete Lamhein,0.0429,160.127,https://api.spotify.com/v1/tracks/0zQa7QXLpUZfrrsWbgDZll,0.217
KK,0.0277,0.678,0.771,3s6H6UW7yPu2rsF8CGki60,0.00253,6,0.149,-2.849,1,Zindagi Do Pal Ki,0.0266,105.976,https://api.spotify.com/v1/tracks/3s6H6UW7yPu2rsF8CGki60,0.462
KK,0.845,0.599,0.135,6GWchpKWsKkwR6jcl0yG6V,2.43E-05,4,0.11,-12.376,1,Pyaar Ke Pal,0.0308,122.107,https://api.spotify.com/v1/tracks/6GWchpKWsKkwR6jcl0yG6V,0.168
KK,0.81,0.472,0.573,5dhOBsAhOuhfsSRxtcXITh,3.11E-05,0,0.103,-6.162,1,Saanson Ke,0.0295,105.027,https://api.spotify.com/v1/tracks/5dhOBsAhOuhfsSRxtcXITh,0.119
KK,0.145,0.566,0.634,1tKhy83q8OsdcpZaX9N4Z2,0.000716,2,0.0814,-5.551,1,Abhi Abhi,0.0443,143.89,https://api.spotify.com/v1/tracks/1tKhy83q8OsdcpZaX9N4Z2,0.36
KK,0.733,0.64,0.498,0zFG3RWjka7dNRIRTWnXMN,7.33E-06,5,0.136,-8.241,1,Yaaron,0.0289,113.895,https://api.spotify.com/v1/tracks/0zFG3RWjka7dNRIRTWnXMN,0.207
KK,0.685,0.702,0.694,3FS3ItpUATpALLi90uvkde,5.96E-05,2,0.168,-5.74,1,I Am In Love,0.0286,130.024,https://api.spotify.com/v1/tracks/3FS3ItpUATpALLi90uvkde,0.76
KK,0.737,0.604,0.347,2KCFt4viygNYbV9uMlmkXQ,2.14E-05,7,0.118,-8.023,1,Jaane Ye Kya Hua,0.0245,100.96,https://api.spotify.com/v1/tracks/2KCFt4viygNYbV9uMlmkXQ,0.271
KK,0.973,0.562,0.368,1nl7j1l4X0OHg9L4YytAa6,0.000164,1,0.105,-9.198,1,Kal Ki Hi Baat Hai,0.027,107.914,https://api.spotify.com/v1/tracks/1nl7j1l4X0OHg9L4YytAa6,0.25
KK,0.795,0.576,0.591,7txLCGOXyDlDXTjtR1Sk4v,6.85E-05,0,0.266,-7.725,1,Tu Jo Mila,0.0332,124.013,https://api.spotify.com/v1/tracks/7txLCGOXyDlDXTjtR1Sk4v,0.478
KK,0.354,0.693,0.638,4N66qcycDiFLJGjnXiKbKX,3.32E-06,11,0.0972,-6.715,1,Sajde,0.0498,90.005,https://api.spotify.com/v1/tracks/4N66qcycDiFLJGjnXiKbKX,0.747
KK,0.389,0.6,0.5,0dZjWF8uklfNUHiPS2vC6E,3.97E-05,0,0.0907,-9.115,1,Maine Dil Se Kaha,0.0252,110.015,https://api.spotify.com/v1/tracks/0dZjWF8uklfNUHiPS2vC6E,0.257
KK,0.00722,0.814,0.477,0KdDgQgvvh7tYM3jj3n78l,0.00961,7,0.0404,-12.855,1,O Humdum Suniyo Re,0.0466,109.982,https://api.spotify.com/v1/tracks/0KdDgQgvvh7tYM3jj3n78l,0.964
KK,0.204,0.502,0.612,4gzNmOoLoDxZABu1W8FOrc,1.46E-06,2,0.117,-4.787,1,Meri Maa,0.0269,82.021,https://api.spotify.com/v1/tracks/4gzNmOoLoDxZABu1W8FOrc,0.419
KK,0.175,0.833,0.917,1vBmaijoCBoqmwc3zs5n3s,1.92E-06,7,0.109,-5.498,1,Dus Bahane,0.0597,110.001,https://api.spotify.com/v1/tracks/1vBmaijoCBoqmwc3zs5n3s,0.874
KK,0.0755,0.75,0.861,3pRF060IEOI5XSQAvONgSt,0.00586,1,0.202,-11.029,1,Chale Jaise Hawaien,0.0613,117.593,https://api.spotify.com/v1/tracks/3pRF060IEOI5XSQAvONgSt,0.744
KK,0.539,0.739,0.664,5u4q3iqZ9IMbXaR7bsGYbW,1.14E-06,2,0.0856,-10.582,1,Hai Junoon,0.0338,106.021,https://api.spotify.com/v1/tracks/5u4q3iqZ9IMbXaR7bsGYbW,0.878
KK,0.00942,0.735,0.938,6C5CjR1BTqfO5gc0YNcCrP,7.91E-05,1,0.057,-7.142,1,Dilnashin Dilnashin,0.0571,110.999,https://api.spotify.com/v1/tracks/6C5CjR1BTqfO5gc0YNcCrP,0.792
KK,0.0701,0.615,0.76,5O4AGvOVFSs5ipu3iNOuoi,3.95E-05,2,0.12,-8.082,1,Soniye,0.0761,171.951,https://api.spotify.com/v1/tracks/5O4AGvOVFSs5ipu3iNOuoi,0.743
KK,0.00166,0.749,0.734,5zKRKQwLVBT1WDJE7XJrnm,6.48E-06,1,0.108,-7.058,1,Koi Kahe Kehta Rahe,0.0594,131.975,https://api.spotify.com/v1/tracks/5zKRKQwLVBT1WDJE7XJrnm,0.652
KK,0.79,0.425,0.561,02J3mNwGfcOS7jjAUfzMgV,0.00447,9,0.0858,-7.656,1,Aur Tanha,0.0331,169.728,https://api.spotify.com/v1/tracks/02J3mNwGfcOS7jjAUfzMgV,0.201
KK,0.594,0.287,0.655,7EjatvVN2Y2GjpvKSyWJR4,7.51E-06,2,0.11,-5.566,1,Alvida,0.0372,84.015,https://api.spotify.com/v1/tracks/7EjatvVN2Y2GjpvKSyWJR4,0.239
Kumar Sanu,0.289,0.796,0.978,63MvWd6T6yoS7h4AJ4Hjrm,0.00254,5,0.346,-1.266,0,"Aankh Marey (From ""Simmba"")",0.0955,129.999,https://api.spotify.com/v1/tracks/63MvWd6T6yoS7h4AJ4Hjrm,0.8
Kumar Sanu,0.765,0.361,0.716,28rMrOeusmuvjDuf6j3Kwg,0.00362,9,0.308,-8.219,0,Main Duniya Bhula Doonga,0.0399,156.6,https://api.spotify.com/v1/tracks/28rMrOeusmuvjDuf6j3Kwg,0.648
Kumar Sanu,0.52,0.484,0.671,56h75LnnsaBy4T8N8MSNgF,2.35E-06,4,0.147,-10.248,0,Baazigar O Baazigar,0.0371,106.012,https://api.spotify.com/v1/tracks/56h75LnnsaBy4T8N8MSNgF,0.675
Kumar Sanu,0.128,0.67,0.621,5MXSLWGyPosYJ09LNu12SO,0.00202,8,0.108,-5.438,0,Tera Mera Pyar,0.0268,88.985,https://api.spotify.com/v1/tracks/5MXSLWGyPosYJ09LNu12SO,0.368
Kumar Sanu,0.745,0.51,0.544,6dFQ3W3xuG4ll7cNjIsN2Q,8.90E-06,4,0.22,-8.475,0,Tujhe Dekha To,0.0383,97.431,https://api.spotify.com/v1/tracks/6dFQ3W3xuG4ll7cNjIsN2Q,0.828
Kumar Sanu,0.878,0.507,0.56,5BqBeEwb9sqUtRLKyzgQQe,0.000572,10,0.338,-7.177,0,Tu Meri Zindagi Hai,0.034,127.318,https://api.spotify.com/v1/tracks/5BqBeEwb9sqUtRLKyzgQQe,0.592
Kumar Sanu,0.366,0.403,0.633,1ZcluxOLEoQEZHp8qsHVe2,0.001,11,0.366,-8.537,0,Raah Mein Unse Mulaqat,0.0419,83.408,https://api.spotify.com/v1/tracks/1ZcluxOLEoQEZHp8qsHVe2,0.722
