Singer,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,Song name,speechiness,tempo,track_href,valence
Darshan Raval,0.274,0.522,0.64,1IOw3L9lKLEZ8trvCEwIJd,3.85E-05,9,0.223,-7.993,1,Mera Dil Dil Dil,0.134,98.165,https://api.spotify.com/v1/tracks/1IOw3L9lKLEZ8trvCEwIJd,0.392
Darshan Raval,0.574,0.809,0.727,1BUwo6UuQPObfXaBh0oyLa,9.60E-05,6,0.128,-7.695,1,Dil Julaha,0.0563,112.007,https://api.spotify.com/v1/tracks/1BUwo6UuQPObfXaBh0oyLa,0.96
Dhvani Bhanushali,0.699,0.435,0.658,2tjWCe2W7sgvS3C8NHcdtI,0,7,0.125,-5.949,0,"Duniyaa (From ""Luka Chuppi"")",0.0368,77.17,https://api.spotify.com/v1/tracks/2tjWCe2W7sgvS3C8NHcdtI,0.524
Dhvani Bhanushali,0.332,0.595,0.61,1MhHomaXgrPMBroXkpWSSa,2.14E-06,7,0.0628,-6.887,0,Valentine's Mashup 2019,0.0499,97.974,https://api.spotify.com/v1/tracks/1MhHomaXgrPMBroXkpWSSa,0.314
Dhvani Bhanushali,0.229,0.815,0.801,0FoAlOXHI6KJ4RHP9v8jnw,1.14E-05,7,0.0762,-4.271,0,Baby Girl,0.143,96.473,https://api.spotify.com/v1/tracks/0FoAlOXHI6KJ4RHP9v8jnw,0.533
Dhvani Bhanushali,0.0363,0.785,0.722,3ZjMdVOWxQ53FKrmkgCv95,4.24E-06,10,0.452,-2.604,0,"Psycho Saiyaan (From ""Saaho"")",0.158,189.857,https://api.spotify.com/v1/tracks/3ZjMdVOWxQ53FKrmkgCv95,0.848
Dhvani Bhanushali,0.283,0.533,0.723,01AE1MgL6L86WQzh4KGDUa,0,3,0.0678,-4.301,0,"Kinna Sona (From ""Marjaavaan"")",0.0614,97.848,https://api.spotify.com/v1/tracks/01AE1MgL6L86WQzh4KGDUa,0.591
Dhvani Bhanushali,0.155,0.725,0.912,0Ms1V2flsPzr2bVqImelCB,7.68E-05,9,0.107,-3.665,0,Dilbar,0.0851,104.054,https://api.spotify.com/v1/tracks/0Ms1V2flsPzr2bVqImelCB,0.674
Dhvani Bhanushali,0.0173,0.707,0.941,0qeGjhiTk5xg4OcRUejXPs,3.65E-05,1,0.134,-2.606,0,Ishare Tere,0.041,99.013,https://api.spotify.com/v1/tracks/0qeGjhiTk5xg4OcRUejXPs,0.337
Dhvani Bhanushali,0.348,0.65,0.467,2QfqjwOrH5LbrRtQ8icJpy,0.000231,6,0.141,-10.515,0,Radha,0.0572,120.029,https://api.spotify.com/v1/tracks/2QfqjwOrH5LbrRtQ8icJpy,0.2
Dhvani Bhanushali,0.757,0.419,0.266,5lzXJ97yP3Tc64MFgc8Mrs,0,4,0.121,-12.62,0,"Tum Hi Aana (Duet Version) [From ""Marjaavaan""]",0.0298,89.752,https://api.spotify.com/v1/tracks/5lzXJ97yP3Tc64MFgc8Mrs,0.302
Dhvani Bhanushali,0.865,0.505,0.482,5cHOPF9AtEHwBAbI4fiNyf,0.000197,6,0.211,-6.736,0,Laila,0.0326,127.039,https://api.spotify.com/v1/tracks/5cHOPF9AtEHwBAbI4fiNyf,0.218
Dhvani Bhanushali,0.737,0.245,0.513,0ZWQUb1eYuygaRSRMtmM6V,3.57E-05,4,0.153,-8.539,0,Humnava Mere-Baarish,0.0449,76.088,https://api.spotify.com/v1/tracks/0ZWQUb1eYuygaRSRMtmM6V,0.286
Dhvani Bhanushali,0.624,0.405,0.414,0fcnEPWBnqHKqKsR4JXjAS,0,9,0.26,-5.273,0,"Bekhayali Acoustic - Dhvani Bhanushali Version (From ""T-Series Acoustics"")",0.0375,115.523,https://api.spotify.com/v1/tracks/0fcnEPWBnqHKqKsR4JXjAS,0.475
Dhvani Bhanushali,0.205,0.779,0.869,7fjVXgXLUQzFihq0C0jDis,0.00893,5,0.66,-3.794,0,Gallan Goriyan,0.117,95.032,https://api.spotify.com/v1/tracks/7fjVXgXLUQzFihq0C0jDis,0.822
Dhvani Bhanushali,0.532,0.614,0.68,2wpD5wdjnGokRXfsKDaOg0,0.000117,7,0.391,-5.941,0,Main Teri Hoon,0.0599,166.433,https://api.spotify.com/v1/tracks/2wpD5wdjnGokRXfsKDaOg0,0.546
Dhvani Bhanushali,0.357,0.725,0.617,3SIQL96TkGMV5OWMPj0nbp,0,1,0.0879,-5.256,0,"She Don’T Know-Akh Lad Jaave (From ""T-Series Mixtape Punjabi Season 2"")",0.146,104.93,https://api.spotify.com/v1/tracks/3SIQL96TkGMV5OWMPj0nbp,0.649
Dhvani Bhanushali,0.137,0.677,0.968,76dkGSvT4umKKVRBUvnP50,0.00047,5,0.316,-2.223,0,Party Mashup,0.148,134.988,https://api.spotify.com/v1/tracks/76dkGSvT4umKKVRBUvnP50,0.666
Dhvani Bhanushali,0.123,0.508,0.926,1dNdTTyT5hVBah1VAxOS50,2.28E-05,9,0.306,-3.99,0,Holi Party Mix,0.155,108.031,https://api.spotify.com/v1/tracks/1dNdTTyT5hVBah1VAxOS50,0.74
Dhvani Bhanushali,0.0297,0.694,0.877,5kejoFnGpGuOnR1ufvucH9,0,1,0.136,-5.734,0,Ishare Tere (Remix),0.0587,98.989,https://api.spotify.com/v1/tracks/5kejoFnGpGuOnR1ufvucH9,0.351
Dhvani Bhanushali,0.381,0.598,0.678,2KrrAi2smn5Fa7sy7TxrKg,5.63E-05,2,0.0986,-4.645,1,Nayan,0.0378,91.084,https://api.spotify.com/v1/tracks/2KrrAi2smn5Fa7sy7TxrKg,0.363
Dhvani Bhanushali,0.454,0.444,0.479,0mJTAdmY8olbGQjopDYff3,0,5,0.095,-5.586,1,Vaaste,0.0436,89.892,https://api.spotify.com/v1/tracks/0mJTAdmY8olbGQjopDYff3,0.315
Dhvani Bhanushali,0.0939,0.687,0.919,4LLvxxkWtt818FNO3cbsdo,4.38E-06,10,0.105,-3.28,1,Sauda Khara Khara,0.0635,145.037,https://api.spotify.com/v1/tracks/4LLvxxkWtt818FNO3cbsdo,0.877
Dhvani Bhanushali,0.216,0.607,0.515,2nCKF3gkwHCamm3f0jNaJd,0.000265,7,0.314,-9.401,1,Love Mashup 2019,0.0299,97.947,https://api.spotify.com/v1/tracks/2nCKF3gkwHCamm3f0jNaJd,0.283
Dhvani Bhanushali,0.558,0.791,0.761,68iBMrMRc1rg4eAxJbvxch,0,1,0.107,-4.414,1,Leja Re,0.06,100.031,https://api.spotify.com/v1/tracks/68iBMrMRc1rg4eAxJbvxch,0.449
Dhvani Bhanushali,0.172,0.873,0.963,4H2wyTfSobQHsVnt2JYPMf,0.000176,7,0.0233,-1.376,1,"Koka (From ""Khandaani Shafakhana"")",0.104,94.004,https://api.spotify.com/v1/tracks/4H2wyTfSobQHsVnt2JYPMf,0.906
Dhvani Bhanushali,0.0593,0.521,0.837,1FSYDJAlyHAabWhiGgYfDq,1.28E-05,7,0.157,-4.501,1,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",0.0794,106.001,https://api.spotify.com/v1/tracks/1FSYDJAlyHAabWhiGgYfDq,0.48
Dhvani Bhanushali,0.107,0.54,0.879,5XDh3IwOcwrJjqhfxrapxO,2.56E-06,7,0.29,-3.602,1,Monsta Mashup 2019 by DJ Notorious and Lijo George,0.116,105.97,https://api.spotify.com/v1/tracks/5XDh3IwOcwrJjqhfxrapxO,0.513
Dhvani Bhanushali,0.34,0.727,0.729,5u1B3XG0RtFHCaTON42z4W,0,5,0.276,-5.263,1,Na Ja Tu,0.0349,104.985,https://api.spotify.com/v1/tracks/5u1B3XG0RtFHCaTON42z4W,0.547
Dhvani Bhanushali,0.0336,0.906,0.955,6Lnv2nfypWe9fF0aBqG3UI,0.0003,8,0.0444,-1.485,1,"Nachi Nachi (From ""Street Dancer 3D"")",0.0867,128.002,https://api.spotify.com/v1/tracks/6Lnv2nfypWe9fF0aBqG3UI,0.824
Dhvani Bhanushali,0.739,0.513,0.349,5If9mWAyoUNyqOK9xCGiTI,1.76E-06,3,0.082,-8.67,1,Naina (Mtv Unplugged Season 7),0.0291,149.689,https://api.spotify.com/v1/tracks/5If9mWAyoUNyqOK9xCGiTI,0.162
Dhvani Bhanushali,0.391,0.501,0.739,6sTbnkzOtPpojgnn50cCHJ,5.77E-06,10,0.0497,-5.887,1,"Rula Diya (From ""Batla House"")",0.0495,76.006,https://api.spotify.com/v1/tracks/6sTbnkzOtPpojgnn50cCHJ,0.64
Dhvani Bhanushali,0.279,0.645,0.73,6aokvXJ17b7BOsHqUI2GDs,0,4,0.272,-6.331,1,Veere,0.0729,133.909,https://api.spotify.com/v1/tracks/6aokvXJ17b7BOsHqUI2GDs,0.623
Dhvani Bhanushali,0.57,0.658,0.403,2cQNyFFpBDITYLKA9X7Z9x,0.000445,2,0.0788,-13.144,1,"Aagaz (From ""Cypher"")",0.0296,106.003,https://api.spotify.com/v1/tracks/2cQNyFFpBDITYLKA9X7Z9x,0.145
Dhvani Bhanushali,0.813,0.623,0.483,3c8SjGyaf03Czq1eaa8xNs,0,9,0.145,-6.385,1,"Dariyaganj (From ""Jai Mummy Di"")",0.0406,73.91,https://api.spotify.com/v1/tracks/3c8SjGyaf03Czq1eaa8xNs,0.645
Dhvani Bhanushali,0.113,0.54,0.652,0nzQkZeOij7U6OvxAY8FJl,0,4,0.237,-4.385,1,Jeetenge Hum,0.0317,114.91,https://api.spotify.com/v1/tracks/0nzQkZeOij7U6OvxAY8FJl,0.408
Dhvani Bhanushali,0.242,0.489,0.83,4DVn4zqAEUd1d526noVo3W,0,7,0.158,-4.469,1,Monsta Mashup 2018,0.0505,130.014,https://api.spotify.com/v1/tracks/4DVn4zqAEUd1d526noVo3W,0.518
Dhvani Bhanushali,0.102,0.801,0.536,01CbQMxyBEICXkoPJ6Bg8T,0,9,0.554,-10.816,1,Lamberghini Cover Song,0.0626,105.029,https://api.spotify.com/v1/tracks/01CbQMxyBEICXkoPJ6Bg8T,0.689
Dhvani Bhanushali,0.531,0.529,0.477,76RJjNgM8pt1Bb27OUBic3,5.09E-06,3,0.146,-7.25,1,"Tere Mere Acoustic (From ""T-Series Acoustics"")",0.0369,85.169,https://api.spotify.com/v1/tracks/76RJjNgM8pt1Bb27OUBic3,0.264
Dhvani Bhanushali,0.867,0.646,0.466,0p9cHwBxJu3TC3gXafndPe,0,11,0.102,-6.182,1,Dariyaganj (Female Version),0.0379,73.94,https://api.spotify.com/v1/tracks/0p9cHwBxJu3TC3gXafndPe,0.652
Dhvani Bhanushali,0.196,0.647,0.719,1jkNF7kVO0tzNiGXzpC6fQ,0,9,0.134,-6.859,1,Valentine's Mashup 2021,0.0437,104.003,https://api.spotify.com/v1/tracks/1jkNF7kVO0tzNiGXzpC6fQ,0.4
Dhvani Bhanushali,0.165,0.746,0.916,0cDzl4eQwacHyc982lpoZ3,4.93E-06,1,0.178,-2.412,1,"Mukhda Vekh Ke (From ""De De Pyaar De"")",0.0519,97.984,https://api.spotify.com/v1/tracks/0cDzl4eQwacHyc982lpoZ3,0.514
Dhvani Bhanushali,0.0466,0.433,0.688,4E8ac1FvPp7VyKAKGh800G,0,1,0.313,-9.052,1,Love Mashup by DJ VKEY,0.0536,127.952,https://api.spotify.com/v1/tracks/4E8ac1FvPp7VyKAKGh800G,0.215
Dhvani Bhanushali,0.923,0.407,0.258,0DVljMbY4iSs3gZrHE9Xy1,9.36E-06,7,0.125,-8.766,1,Humsafar Acoustic,0.0313,93.668,https://api.spotify.com/v1/tracks/0DVljMbY4iSs3gZrHE9Xy1,0.115
Dhvani Bhanushali,0.0708,0.523,0.892,5CsunBoGDvaWkjTPNBMdv6,2.21E-05,1,0.121,-3.488,1,Bala Bala Non Stop Remix,0.0958,105.023,https://api.spotify.com/v1/tracks/5CsunBoGDvaWkjTPNBMdv6,0.522
Dhvani Bhanushali,0.0484,0.666,0.952,4qDozgvSS9hwnAoLUFt0Qb,0.000758,2,0.307,-2.323,1,The High Rated Mashup,0.049,104.96,https://api.spotify.com/v1/tracks/4qDozgvSS9hwnAoLUFt0Qb,0.225
Dhvani Bhanushali,0.968,0.373,0.188,0ORMQxPHQ4lipZda7dIMYR,0.00217,5,0.248,-15.285,1,"Dhvani Bhanushali Performance (From ""The Care Concert"")",0.0368,87.8,https://api.spotify.com/v1/tracks/0ORMQxPHQ4lipZda7dIMYR,0.376
Dhvani Bhanushali,0.0676,0.812,0.938,0vwD17OfZKhX5n72eKntND,0.000637,1,0.0567,-2.88,1,Smiley Song,0.152,101.978,https://api.spotify.com/v1/tracks/0vwD17OfZKhX5n72eKntND,0.869
Dhvani Bhanushali,0.104,0.888,0.947,07Ru4OBbsuzRzQmtQMjlHE,0.000209,8,0.135,-1.282,1,"Aadu Aadu (From ""Street Dancer 3D"")",0.0532,128.04,https://api.spotify.com/v1/tracks/07Ru4OBbsuzRzQmtQMjlHE,0.89
Dhvani Bhanushali,0.0543,0.92,0.949,0MBUJv692CJzI1L1LNGjtI,0.000697,1,0.0387,-1.343,1,"Racha Racha (From ""Street Dancer 3D"")",0.0868,128.014,https://api.spotify.com/v1/tracks/0MBUJv692CJzI1L1LNGjtI,0.886
Dino James,0.312,0.919,0.829,533mQGgJTCXf5l8v8gLcok,0,1,0.105,-5.31,0,Tandav,0.133,120.036,https://api.spotify.com/v1/tracks/533mQGgJTCXf5l8v8gLcok,0.586
Dino James,0.455,0.673,0.782,7u4nF5SaY8v30zUeRv8UTx,0,10,0.0948,-5.002,0,Unstoppable,0.175,172.145,https://api.spotify.com/v1/tracks/7u4nF5SaY8v30zUeRv8UTx,0.357
Dino James,0.216,0.56,0.574,1HXIzuSuuRIkjSotkfNPIM,0,10,0.102,-6.364,0,Hancock,0.207,86.699,https://api.spotify.com/v1/tracks/1HXIzuSuuRIkjSotkfNPIM,0.302
Dino James,0.307,0.834,0.787,0Hl4PrZ8ShJ6pr2I784jVj,0,4,0.144,-3.747,0,Thanks A Lot,0.275,102.999,https://api.spotify.com/v1/tracks/0Hl4PrZ8ShJ6pr2I784jVj,0.64
Dino James,0.603,0.771,0.687,39m83gjG1lNr7Un0dJndFw,0,8,0.189,-7.824,0,Wishlist (feat. Kaprila),0.156,94.951,https://api.spotify.com/v1/tracks/39m83gjG1lNr7Un0dJndFw,0.225
Dino James,0.528,0.778,0.474,4nKc9yiwXWlEByq1oMfHU6,0,9,0.104,-10.109,1,Dooriyan (feat. Kaprila),0.08,91.969,https://api.spotify.com/v1/tracks/4nKc9yiwXWlEByq1oMfHU6,0.219
Dino James,0.437,0.681,0.838,5YxK8eRHrXFHBC4ZMhfWXz,0,9,0.103,-4.531,1,Yaadein,0.218,143.951,https://api.spotify.com/v1/tracks/5YxK8eRHrXFHBC4ZMhfWXz,0.505
Dino James,0.234,0.783,0.681,1KSfUcxcdYJsdaPsbpmPRD,0,1,0.0687,-6.707,1,Nidarr,0.0908,89.974,https://api.spotify.com/v1/tracks/1KSfUcxcdYJsdaPsbpmPRD,0.476
Dino James,0.789,0.567,0.305,7mNXZF9m4yHsVRO3KWs0uR,0,1,0.12,-7.97,1,Tujhe Meri Yadein,0.0309,129.461,https://api.spotify.com/v1/tracks/7mNXZF9m4yHsVRO3KWs0uR,0.152
Divine,0.0434,0.862,0.619,6AooRgSRDzbCYL4NZ4RCjU,0,6,0.117,-6.645,0,Chal Bombay,0.318,95.036,https://api.spotify.com/v1/tracks/6AooRgSRDzbCYL4NZ4RCjU,0.512
Divine,0.164,0.868,0.635,1TRgZ55GFCKSbrTb62rmra,0,10,0.0898,-6.352,0,No Competition,0.227,90.019,https://api.spotify.com/v1/tracks/1TRgZ55GFCKSbrTb62rmra,0.621
Divine,0.0473,0.484,0.948,6Kynli1iHBqJRWUCohcV9h,0,1,0.0565,-4.296,0,Kaam 25 - Sacred Games,0.451,125.645,https://api.spotify.com/v1/tracks/6Kynli1iHBqJRWUCohcV9h,0.686
Divine,0.0187,0.766,0.618,5uaIbU3oHHcSOK6WFNK5nj,0.000115,11,0.181,-8.552,0,Apna Time Aayega,0.124,95.054,https://api.spotify.com/v1/tracks/5uaIbU3oHHcSOK6WFNK5nj,0.513
Divine,0.153,0.712,0.692,0wcvsHMMrwA1Ah47RDJpdj,0,6,0.205,-4.29,0,Farak,0.274,95.025,https://api.spotify.com/v1/tracks/0wcvsHMMrwA1Ah47RDJpdj,0.326
Divine,0.0523,0.903,0.578,7xVgtzZyidBegrjf6npTjW,0,8,0.0706,-7.825,0,"Bando Diaries (Remix) [feat. ONEFOUR, Kekra, Noizy & DIVINE]",0.359,140.015,https://api.spotify.com/v1/tracks/7xVgtzZyidBegrjf6npTjW,0.672
Divine,0.259,0.736,0.572,4HgGRoPXYSEZlyaKz26qNQ,1.25E-06,2,0.202,-7.005,0,Rider,0.0717,91.969,https://api.spotify.com/v1/tracks/4HgGRoPXYSEZlyaKz26qNQ,0.416
Divine,0.42,0.663,0.69,0d4PvVcC2GxJoVm76a5GQH,0,11,0.11,-4.871,0,Wallah,0.266,129.832,https://api.spotify.com/v1/tracks/0d4PvVcC2GxJoVm76a5GQH,0.715
Divine,0.00502,0.844,0.617,7fKywVasHSlshJQpkN2atd,0,11,0.0558,-12.748,0,Mere Gully Mein,0.116,107.999,https://api.spotify.com/v1/tracks/7fKywVasHSlshJQpkN2atd,0.159
Divine,0.00332,0.645,0.713,5MFE5mAhpVUtQyQUQjVIVo,0,8,0.309,-5.41,0,Remand,0.189,95.084,https://api.spotify.com/v1/tracks/5MFE5mAhpVUtQyQUQjVIVo,0.213
Divine,0.671,0.866,0.457,7KPRAdZksJwO5pRffF1VvQ,0.000103,4,0.109,-10.349,0,Bandana Gang,0.278,130.015,https://api.spotify.com/v1/tracks/7KPRAdZksJwO5pRffF1VvQ,0.656
Divine,0.0346,0.674,0.866,5PJtYb15Li1uo6EWNFWif6,0,11,0.206,-2.545,0,Level Up,0.284,173.982,https://api.spotify.com/v1/tracks/5PJtYb15Li1uo6EWNFWif6,0.53
Divine,0.144,0.73,0.941,7bVInrS62V3IA7LbhfA6Yr,0,11,0.691,-4.367,0,Sock Them,0.276,144.967,https://api.spotify.com/v1/tracks/7bVInrS62V3IA7LbhfA6Yr,0.782
Divine,0.0441,0.777,0.475,1ObS1eAr0ocwHqVWChVZer,0,11,0.305,-10.718,0,Breezer Vivid Shuffle,0.3,115.06,https://api.spotify.com/v1/tracks/1ObS1eAr0ocwHqVWChVZer,0.725
Divine,0.731,0.775,0.446,0K2NPoVRygwIRyJIva07Ma,0,4,0.134,-7.674,0,LOVE ALONE IS NOT ENOUGH - LOVE ALONE IS NOT ENOUGH,0.347,82.038,https://api.spotify.com/v1/tracks/0K2NPoVRygwIRyJIva07Ma,0.409
Divine,0.128,0.752,0.833,4Hct0TVAdycZFk6zJ5yViL,1.45E-06,6,0.421,-7.575,0,NY Se Mumbai,0.209,104.989,https://api.spotify.com/v1/tracks/4Hct0TVAdycZFk6zJ5yViL,0.271
Divine,0.123,0.508,0.926,1dNdTTyT5hVBah1VAxOS50,2.28E-05,9,0.306,-3.99,0,Holi Party Mix,0.155,108.031,https://api.spotify.com/v1/tracks/1dNdTTyT5hVBah1VAxOS50,0.74
Divine,0.177,0.669,0.588,2gNMXJDKRmKWuevBGjN8wo,0,2,0.179,-6.902,1,3:59 AM,0.339,97.026,https://api.spotify.com/v1/tracks/2gNMXJDKRmKWuevBGjN8wo,0.237
Divine,0.0698,0.709,0.829,67KTXqxMEyBMq3LApqCgNV,0,0,0.561,-5.817,1,Moosedrilla (feat. DIVINE),0.245,137.954,https://api.spotify.com/v1/tracks/67KTXqxMEyBMq3LApqCgNV,0.654
Divine,0.0576,0.598,0.804,1xSCr5uIndaHKFdO4s2V6B,0,2,0.252,-5.39,1,Satya,0.123,139.737,https://api.spotify.com/v1/tracks/1xSCr5uIndaHKFdO4s2V6B,0.322
Divine,0.142,0.871,0.608,5KkCsYIgMK5H7Ih31Dnd2Q,0,6,0.0876,-5.486,1,Mirchi,0.4,129.784,https://api.spotify.com/v1/tracks/5KkCsYIgMK5H7Ih31Dnd2Q,0.818
Divine,0.237,0.646,0.812,4LCNHHhUJB0rqvmlxwstmN,0,11,0.777,-6.861,1,Vibe Hai,0.621,104.232,https://api.spotify.com/v1/tracks/4LCNHHhUJB0rqvmlxwstmN,0.829
Divine,0.286,0.663,0.81,3v3FEONiwvufayPNcWzHhc,0.00034,5,0.342,-5.826,1,Mera Bhai,0.385,129.062,https://api.spotify.com/v1/tracks/3v3FEONiwvufayPNcWzHhc,0.464
Divine,0.137,0.752,0.879,4hXnLzxxVrpQEMX4KUz5cH,0,0,0.317,-9.276,1,Paintra - Extended Version,0.207,91.98,https://api.spotify.com/v1/tracks/4hXnLzxxVrpQEMX4KUz5cH,0.638
Divine,0.0994,0.634,0.884,1VYMsDdZ3toHtlZxAGS95n,0,6,0.266,-6.259,1,Kohinoor,0.334,103.973,https://api.spotify.com/v1/tracks/1VYMsDdZ3toHtlZxAGS95n,0.39
Divine,0.0515,0.781,0.488,3zIhQR5cyxpVn8WpEivBCr,9.68E-06,1,0.1,-9.138,1,Punya Paap,0.317,139.899,https://api.spotify.com/v1/tracks/3zIhQR5cyxpVn8WpEivBCr,0.449
Divine,0.784,0.846,0.693,07qSl2sNpFNILaYyZ6yIS9,0.000417,9,0.339,-8.041,1,Azadi,0.217,97.94,https://api.spotify.com/v1/tracks/07qSl2sNpFNILaYyZ6yIS9,0.456
Divine,0.0174,0.807,0.674,3DXP7pJNl1AmAUl90CAGe0,6.35E-06,1,0.061,-6.94,1,Gandhi Money,0.119,94.984,https://api.spotify.com/v1/tracks/3DXP7pJNl1AmAUl90CAGe0,0.788
Divine,0.0279,0.701,0.605,3l84vjvLnKIfqLLdZXKq2B,0,9,0.269,-7.742,1,Disco Rap,0.387,99.914,https://api.spotify.com/v1/tracks/3l84vjvLnKIfqLLdZXKq2B,0.836
Divine,0.00387,0.777,0.796,6xzQ1uSk2Rzz6Xdf8xBnWn,1.24E-05,5,0.0852,-3.528,1,City Slums (feat. DIVINE),0.182,166.97,https://api.spotify.com/v1/tracks/6xzQ1uSk2Rzz6Xdf8xBnWn,0.768
Divine,0.217,0.668,0.88,4oKcFaWmBSF3SGGYo4qq6R,1.95E-06,0,0.114,-7.057,1,Teesri Manzil,0.261,90.946,https://api.spotify.com/v1/tracks/4oKcFaWmBSF3SGGYo4qq6R,0.399
Divine,0.0433,0.832,0.657,2qPNdVlqZl1cYqsNc3MXnA,2.93E-05,7,0.0752,-7.755,1,Sher Aaya Sher,0.209,104.005,https://api.spotify.com/v1/tracks/2qPNdVlqZl1cYqsNc3MXnA,0.756
Divine,0.194,0.63,0.592,7mofFCXXmpexnvEExBkj47,0,6,0.275,-6.588,1,Kaala Ghoda,0.186,91.867,https://api.spotify.com/v1/tracks/7mofFCXXmpexnvEExBkj47,0.723
Divine,0.213,0.826,0.733,2bpdLGinxI9Dqt5fi8zVxF,0,1,0.289,-5.343,1,"Jungle Mantra - From the Netflix Film ""The White Tiger""",0.198,112.014,https://api.spotify.com/v1/tracks/2bpdLGinxI9Dqt5fi8zVxF,0.68
Divine,0.000514,0.744,0.813,4NEdR5Yo8D2KwL7Y9KW7EH,0,9,0.0685,-7.401,1,Mere Gully Mein (feat. Naezy),0.154,108.056,https://api.spotify.com/v1/tracks/4NEdR5Yo8D2KwL7Y9KW7EH,0.149
Divine,0.0418,0.64,0.813,2e1tIq1uwyKO2oeLQOqaXs,0,1,0.801,-5.735,1,One Side,0.262,91.834,https://api.spotify.com/v1/tracks/2e1tIq1uwyKO2oeLQOqaXs,0.553
Divine,0.0448,0.597,0.748,04i2uLdBAfCSYjQzZqspDa,0,0,0.626,-5.906,1,Jungli Sher,0.223,165.907,https://api.spotify.com/v1/tracks/04i2uLdBAfCSYjQzZqspDa,0.73
Divine,0.261,0.825,0.655,4SS6PZv1H4mDQbTufpBWnK,0,2,0.223,-8.177,1,Bag,0.277,98.067,https://api.spotify.com/v1/tracks/4SS6PZv1H4mDQbTufpBWnK,0.474
Divine,0.102,0.842,0.573,1zFB5mInbUMm2NOatTNtAI,2.23E-06,2,0.143,-5.269,1,Salaam,0.359,98.118,https://api.spotify.com/v1/tracks/1zFB5mInbUMm2NOatTNtAI,0.184
Divine,0.0862,0.524,0.679,5kKu7mKzEX30pw7IrpOtk6,0,9,0.0418,-4.184,1,Bas Kya Ba,0.186,112.088,https://api.spotify.com/v1/tracks/5kKu7mKzEX30pw7IrpOtk6,0.524
Divine,0.00137,0.94,0.577,7KHz9ozYcZfGMn5IQxsy33,0.000335,1,0.0965,-5.838,1,Roots (feat. Raja Kumari),0.0827,126.961,https://api.spotify.com/v1/tracks/7KHz9ozYcZfGMn5IQxsy33,0.0861
Divine,0.0437,0.82,0.805,3ff1F1oyKL8FPYJ7cyyefn,0,0,0.322,-4.871,1,Legends,0.2,101.976,https://api.spotify.com/v1/tracks/3ff1F1oyKL8FPYJ7cyyefn,0.708
Divine,0.0253,0.8,0.752,75ExNU07FSnQxaKUztaVGf,1.67E-05,9,0.29,-5.777,1,"Badla (From ""Blackmail"")",0.0677,100.028,https://api.spotify.com/v1/tracks/75ExNU07FSnQxaKUztaVGf,0.19
Divine,0.176,0.802,0.604,4gEn8jGfbqeHJMwBomJe3j,0.000853,1,0.292,-9.124,1,Nahi Pata,0.259,129.959,https://api.spotify.com/v1/tracks/4gEn8jGfbqeHJMwBomJe3j,0.452
Emiway bantai,0.232,0.756,0.903,3LlEnO0INKAExVe4JMi7p7,0,11,0.0548,-2.088,0,Khatam Hue Waande,0.14,99.995,https://api.spotify.com/v1/tracks/3LlEnO0INKAExVe4JMi7p7,0.729
Emiway bantai,0.225,0.696,0.712,3WT8xs1Hbo7l3YFjsUyhVs,0,8,0.163,-4.184,0,Ring Ring,0.211,169.972,https://api.spotify.com/v1/tracks/3WT8xs1Hbo7l3YFjsUyhVs,0.402
Emiway bantai,0.0549,0.836,0.838,7wxWgtJiYSJiwxGTXRixwV,0,8,0.0682,-3.778,0,Machayenge 3,0.131,105.002,https://api.spotify.com/v1/tracks/7wxWgtJiYSJiwxGTXRixwV,0.864
Emiway bantai,0.272,0.743,0.817,7yDeGQmoagIPzWwftGFTdM,0,3,0.0657,-5.017,0,Firse Machayenge,0.232,100.232,https://api.spotify.com/v1/tracks/7yDeGQmoagIPzWwftGFTdM,0.83
Emiway bantai,0.531,0.755,0.665,60ur7isIr1jFtrHIlaVX7x,0,5,0.299,-7.229,0,NO LOVE,0.11,82.941,https://api.spotify.com/v1/tracks/60ur7isIr1jFtrHIlaVX7x,0.876
Emiway bantai,0.279,0.651,0.484,2Ukvvk1BAsFs5KeH2oPFhf,5.51E-06,2,0.105,-15.326,0,Khona Hai,0.112,130.047,https://api.spotify.com/v1/tracks/2Ukvvk1BAsFs5KeH2oPFhf,0.11
Emiway bantai,0.372,0.742,0.846,36NdKPTUy5yCuJJ5d9mowl,1.82E-06,10,0.147,-4.515,0,Malum Hai Na (Intro),0.268,160.049,https://api.spotify.com/v1/tracks/36NdKPTUy5yCuJJ5d9mowl,0.693
Emiway bantai,0.344,0.835,0.763,09za4hmCEwHA9jExPusJRX,0,1,0.0968,-2.499,0,Round One,0.172,97.064,https://api.spotify.com/v1/tracks/09za4hmCEwHA9jExPusJRX,0.236
Emiway bantai,0.278,0.591,0.864,3hwPiddhh4JTuCgnA9OuYS,0,1,0.686,-3.38,0,Bantai Ki Public,0.273,103.974,https://api.spotify.com/v1/tracks/3hwPiddhh4JTuCgnA9OuYS,0.683
Emiway bantai,0.733,0.734,0.875,7wpzsG1cuzHMt9sXA62W6n,0,11,0.227,-5.379,0,Mein,0.154,94.88,https://api.spotify.com/v1/tracks/7wpzsG1cuzHMt9sXA62W6n,0.945
